date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
16/3/21,Andalucía,820260,73300,303300,1196860,1113414,0.9302792306535435,363191,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Aragón,147735,12600,47600,207935,182899,0.8795969894438166,58794,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Asturias,144815,12700,36600,194115,166072,0.8555340906163872,58343,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Baleares,76410,6500,41900,124810,110608,0.8862110407819886,31322,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Canarias,167280,14300,78000,259580,219594,0.8459588566145312,65658,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Cantabria,70935,5900,20800,97635,79283,0.8120346187330363,25897,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Castilla y Leon,324975,27300,85800,438075,380228,0.8679518347314957,124889,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Castilla La Mancha,215145,18600,73300,307045,239085,0.7786643651582016,80114,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Cataluña,735380,63400,278900,1077680,899255,0.8344360106896296,246018,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,C. Valenciana,395650,31700,181300,608650,486767,0.7997486240039432,154732,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Extremadura,129365,10900,38100,178365,151027,0.8467300199030079,53832,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Galicia,268045,19900,96900,384845,350571,0.9109407683612883,95809,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,La Rioja,36335,2700,11400,50435,46881,0.9295330623574899,14058,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Madrid,598965,51300,243100,893365,792291,0.8868614731940472,199142,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Murcia,148145,13400,54100,215645,180650,0.8377193999397158,57981,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Navarra,69765,5900,23600,99265,86471,0.8711126781846572,28229,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,País Vasco,208080,16000,79600,303680,240162,0.7908390410958904,65625,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Ceuta,5490,600,3100,9190,9278,1.009575625680087,2533,12/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Melilla,4320,600,3100,8020,7682,0.9578553615960099,2370,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
16/3/21,Totales,4567095,387600,1700500,6655195,5742218,0.8628173930290547,1728537,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210316.ods
