date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
17/2/22,Andalucía,11421630,912000,3319500,1537200,333500,17523830,16716467.5,0.9539277372583504,7442406,7022050,3868477,16/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220217.ods
17/2/22,Aragón,1853541,126000,477490,254710,59180,2770921,2585138.5,0.9329527980047068,1144194,1089178,660165,16/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220217.ods
17/2/22,Asturias,1575725,102000,516040,220900,43000,2457665,2242363.0,0.9123957089351071,923957,883303,702044,16/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220217.ods
17/2/22,Baleares,1318884,114000,549370,225400,56520,2264174,1991357.5,0.8795072728509381,925019,886174,440993,16/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220217.ods
17/2/22,Canarias,2742450,204000,824700,455800,133650,4360600,4029511.0,0.9240726046874284,1810078,1696242,921894,16/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220217.ods
17/2/22,Cantabria,920355,54000,175400,120490,22145,1292390,1231712.0,0.9530497759964097,517154,494028,341812,16/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220217.ods
17/2/22,Castilla y Leon,4086183,246000,753070,466170,95315,5646738,5196456.5,0.9202581207061493,2138898,2038807,1450374,16/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220217.ods
17/2/22,Castilla La Mancha,2763405,234000,840660,380370,92350,4310785,3859758.0,0.8953724205684116,1755545,1638322,985186,16/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220217.ods
17/2/22,Cataluña,8673200,690000,3508880,1485670,355800,14713550,13826067.5,0.9396826394717794,6464187,6147876,3501876,16/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220217.ods
17/2/22,C. Valenciana,6947650,912000,2144540,863900,213125,11081215,9807081.5,0.8850186103238679,4401195,4127063,2746942,16/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220217.ods
