date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
25/2/22,Andalucía,11421630,1062000,3319500,1537200,333500,17673830,16829996.0,0.9522551704978491,7448526,7049262,3973799,24/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220225.ods
25/2/22,Aragón,1853541,150000,477490,254710,59180,2794921,2599411.5,0.9300482911681582,1145196,1095241,669849,24/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220225.ods
25/2/22,Asturias,1575725,114000,516040,220900,43000,2469665,2249162.5,0.9107156233740203,924442,886537,706050,24/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220225.ods
25/2/22,Baleares,1318884,126000,542970,225400,56520,2269774,1999066.0,0.8807335003396813,925599,888869,449002,24/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220225.ods
25/2/22,Canarias,2812650,222000,824700,455800,133650,4448800,4052670.5,0.9109581235389318,1811623,1706588,936470,24/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220225.ods
25/2/22,Cantabria,925035,60000,175400,120490,22145,1303070,1239400.0,0.9511384653165218,517694,497654,345637,24/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220225.ods
25/2/22,Castilla y Leon,4086183,282000,753070,466170,95315,5682738,5218746.0,0.9183506260538494,2140210,2047279,1468370,24/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220225.ods
25/2/22,Castilla La Mancha,2763405,258000,840660,380370,92350,4334785,3866234.5,0.891909171965853,1750749,1637074,1004951,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220225.ods
25/2/22,Cataluña,8673200,690000,3238880,1485670,355800,14443550,13881590.5,0.9610927022788719,6468935,6173909,3550355,24/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220225.ods
25/2/22,C. Valenciana,6731200,546000,2144530,863900,213125,10498755,9929684.0,0.945796334898757,4425012,4188084,2818088,24/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220225.ods
