date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
20/12/21,Andalucía,10486800,264000,2119500,1537200,333500,14741000,14841399,1.0068108676480565,7055276,6820453,1718295,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Aragón,1675761,36000,368490,255200,63565,2399016,2354434,0.9814165474511216,1089096,1059491,330605,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Asturias,1447025,24000,341040,220900,43000,2075965,2011152,0.9687793387653453,880293,868232,336658,16/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Baleares,1318884,36000,405070,225400,56420,2041774,1838287,0.9003381373256786,884604,859586,193089,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Canarias,2503770,54000,624700,455800,133650,3771920,3602020,0.9549566268637723,1719847,1658359,398024,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Cantabria,844305,18000,122900,125200,22200,1132605,1080688,0.9541614243271044,496291,481532,146984,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Castilla y Leon,3867399,54000,611570,466170,97620,5096759,4620236,0.9065047023019923,2034798,1988579,823565,18/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Castilla La Mancha,2531745,60000,581270,382100,93735,3648850,3552132,0.9734935664661468,1642645,1577827,500421,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Cataluña,8569700,234000,2654900,1514300,375750,13348650,12949433,0.9700930805736909,6182032,5961124,1551649,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,C. Valenciana,6256180,150000,1543650,863900,213125,9026855,8853794,0.9808282065016,4175525,4051811,1085884,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Extremadura,1464233,30000,231770,185400,49265,1960668,1998309,1.0191980488282566,912985,889281,286159,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Galicia,3874579,60000,645000,573400,122700,5275679,5593295,1.060203814523211,2373391,2301193,1124102,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,La Rioja,421265,12000,91600,53240,15200,593305,573713,0.9669781983971145,263662,257928,86794,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Madrid,8228535,204000,1970800,1222100,321450,11946885,11416348,0.9555920225230259,5466656,5298888,1359511,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Murcia,1687865,48000,498000,253010,68300,2555175,2562120,1.0027180134433062,1212875,1180579,298282,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Navarra,804525,18000,176500,136600,23750,1159375,1176431,1.0147113746630727,540956,526341,176905,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,País Vasco,2842920,60000,642900,444200,101300,4091320,4009115,0.9799074626281983,1851302,1796686,598589,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Ceuta,97920,6000,22270,18100,3935,148225,129767,0.8754730983302412,64770,60970,12073,19/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Melilla,96750,6000,23500,15100,5750,147100,122942,0.8357715839564922,62304,58107,13026,17/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Fuerzas Armadas,48138,0,58300,103800,2000,212238,208956,0.9845362281966472,95248,89105,31356,17/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Sanidad Exterior,0,0,5830,0,4440,10270,7990,0.7779941577409932,6139,5791,13,17/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
20/12/21,Totales,59068299,1374000,13739560,9051120,2150655,85383634,83502561,0.9779691620996127,39010695,37791863,11071984,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211220.ods
