date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
23/2/22,Andalucía,11421630,966000,3319500,1537200,333500,17577830,16798329.5,0.9556543384479199,7446484,7040720,3946323,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Aragón,1853541,138000,477490,254710,59180,2782921,2594663.0,0.9323523736390649,1144787,1093247,666732,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Asturias,1575725,102000,516040,220900,43000,2457665,2247545.0,0.9145042143660751,924332,885493,705480,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Baleares,1318884,114000,542970,225400,56520,2257774,1996624.5,0.8843331972110583,925447,888000,446997,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Canarias,2812650,204000,824700,455800,133650,4430800,4046701.5,0.9133117044326081,1811180,1703667,933147,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Cantabria,920355,54000,175400,120490,22145,1292390,1237210.0,0.9573039098105062,517430,497001,344262,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Castilla y Leon,4086183,258000,753070,466170,95315,5658738,5212824.5,0.9211991260242125,2139778,2045192,1464050,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Castilla La Mancha,2763405,234000,840660,380370,92350,4310785,3861667.0,0.8958152633453071,1750249,1636067,999969,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Cataluña,8673200,690000,3508880,1485670,355800,14713550,13864481.0,0.9422933962232092,6467678,6165856,3535941,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,C. Valenciana,6731200,546000,2144540,863900,213125,10498765,9876834.5,0.9407615562401863,4405294,4168507,2791983,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Extremadura,1645583,144000,307170,182600,40185,2319538,2259987.0,0.9743263529202798,961508,911289,606753,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Galicia,4138999,276000,969980,571870,122525,6079374,5998440.0,0.9866871161405764,2467112,2355674,1909121,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,La Rioja,458705,42000,109600,53240,15200,678745,625057.0,0.9209010747777148,282349,266249,160315,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Madrid,8963295,756000,2170800,1222100,321450,13433645,12869364.0,0.9579949447822985,5754023,5427187,3181817,20/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Murcia,1767425,186000,623000,253010,68300,2897735,2745617.5,0.9475046890071038,1293365,1212421,660256,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Navarra,873147,72000,274760,135150,23710,1378767,1282655.5,0.93029170265897,565719,543284,334350,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,País Vasco,3081600,228000,817900,444200,101305,4673005,4324596.0,0.9254421940485833,1939587,1855966,1136067,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Ceuta,102444,12000,29210,18100,3935,165689,145418.5,0.8776593497456078,66935,62577,32177,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
23/2/22,Melilla,101430,12000,23500,15100,5750,157780,136245.0,0.8635124857396375,65139,60475,26033,21/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220223.ods
