date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
22/12/21,Andalucía,10486800,264000,2119500,1537200,333500,14741000,14910598,1.0,7079079,6823190,1760813,20/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211222.ods
22/12/21,Aragón,1675761,36000,368490,255200,63565,2399016,2384111,0.9937870360181007,1098235,1059706,349920,21/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211222.ods
22/12/21,Asturias,1447025,24000,341040,220900,43000,2075965,2052705,0.9887955721796851,892757,868554,364967,21/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211222.ods
22/12/21,Baleares,1318884,36000,405070,225400,56420,2041774,1856475,0.9092460771858197,887699,860685,207045,21/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211222.ods
22/12/21,Canarias,2503770,54000,624700,455800,133650,3771920,3644703,0.9662726144775075,1728546,1659577,430782,21/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211222.ods
22/12/21,Cantabria,844305,18000,127900,125200,22200,1137605,1094764,0.9623410586275553,497638,481893,159362,21/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211222.ods
22/12/21,Castilla y Leon,3867399,54000,611570,466170,97620,5096759,4687557,0.9197132923098778,2057761,1990311,864766,21/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211222.ods
22/12/21,Castilla La Mancha,2531745,60000,631270,382100,93735,3698850,3599034,0.9730143152601485,1677280,1577977,512048,20/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211222.ods
22/12/21,Cataluña,8569700,234000,2654900,1514300,375750,13348650,13120713,0.9829243406636626,6208207,5964249,1691116,21/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211222.ods
22/12/21,C. Valenciana,6256180,150000,1543650,863900,213125,9026855,9001236,0.9971619129807668,4221844,4052320,1183848,21/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211222.ods
22/12/21,Extremadura,1464233,30000,231770,185400,49265,1960668,2034295,1.0,926968,889466,307486,21/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211222.ods
