date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
26/11/21,Andalucía,10135800,2019500,1537200,333500,14026000,13709454,0.97743148438614,6885171,6781817,800494,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,Aragón,1575141,293490,255200,63565,2187396,2141673,0.9790970633575264,1071046,1052897,145554,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,Asturias,1430645,191040,220900,43000,1885585,1823285,0.9669598559598215,874581,866759,156548,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,Baleares,1318950,305100,227400,57600,1909050,1720490,0.901228359655326,866823,849945,100478,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,Canarias,2403150,574700,455800,133650,3567300,3289595,0.9221526084153281,1689910,1649200,124897,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,Cantabria,823245,114900,125200,22200,1085545,989591,0.911607533543059,484794,479437,69332,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,Castilla y Leon,3867735,410000,466170,99375,4843280,4089605,0.8443874812110801,2012208,1976053,336059,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,Castilla La Mancha,2461545,446270,382100,93735,3383650,3245776,0.9592528778094661,1629410,1570150,218926,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,Cataluña,8469080,1604900,1514300,375750,11964030,11769274,0.983721538645423,6030260,5904819,566408,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,C. Valenciana,6197680,1213650,863900,213125,8488355,8168370,0.9623030610760271,4093220,4029904,506266,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,Extremadura,1377755,217410,185700,50980,1831845,1854588,1.0124153517355454,900947,887400,158007,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,Galicia,3874579,537400,573400,122700,5108079,4765081,0.932851860748434,2316375,2295458,364782,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,La Rioja,421265,67600,53240,15200,557305,527422,0.9463794511084594,261625,256926,44640,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,Madrid,7637685,1645800,1222100,321450,10827035,10435831,0.9638678548651592,5395291,5282356,484804,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,Murcia,1687865,498000,253010,68300,2507175,2382043,0.9500904404359488,1199815,1171681,140477,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,Navarra,762405,151500,136600,23750,1074255,1069699,0.9957589212989467,530826,524112,84468,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
26/11/21,País Vasco,2748150,526100,444200,101300,3819750,3631363,0.9506808037175207,1823324,1792010,256451,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211126.ods
