date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
12/2/21,Andalucía,475110,36300,34500,545910,431642,0.7906834459892657,176731,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Aragón,81045,6300,5400,92745,88297,0.9520405412690711,35659,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Asturias,83975,6300,4200,94475,78446,0.8303360677427891,32946,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Baleares,42480,3200,4800,50480,40624,0.8047543581616482,16683,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Canarias,93570,7000,8900,109470,99316,0.9072439937882525,40779,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Cantabria,39345,2900,2400,44645,39707,0.8893941090827641,17478,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Castilla y Leon,177555,13500,9800,200855,178831,0.8903487590550397,75433,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Castilla La Mancha,120375,9200,8300,137875,117671,0.8534614687216682,41690,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Cataluña,410120,31400,31800,473320,376519,0.7954850840868757,152091,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,C. Valenciana,207280,15700,20600,243580,214010,0.8786025125215535,92433,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Extremadura,74375,5400,4300,84075,75603,0.8992328278322926,30501,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Galicia,128815,9800,11000,149615,124733,0.8336931457407345,55187,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,La Rioja,19955,1400,1300,22655,19968,0.8813948355771353,8365,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Madrid,333375,25400,27700,386475,319144,0.8257817452616599,139553,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Murcia,87305,6600,6200,100105,84111,0.8402277608511063,32249,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Navarra,39345,2900,2700,44945,39196,0.8720881076871733,14536,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,País Vasco,107460,7900,9100,124460,89883,0.7221838341635867,36125,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Ceuta,4320,400,400,5120,2697,0.5267578125,963,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Melilla,3150,400,400,3950,2647,0.670126582278481,1083,11/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
12/2/21,Totales,2528955,192000,193800,2914755,2423045,0.8313031455473959,1000485,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods
