date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
7/12/21,Andalucía,10486800,2019500,1537200,333500,14377000,13927824,0.9687573207205954,6906987,6797654,980013,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Aragón,1675761,328490,255200,63565,2323016,2188580,0.9421286809905743,1076199,1056653,183388,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Asturias,1447025,225040,220900,43000,1935965,1870987,0.9664363766906943,875727,867732,201986,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Baleares,1318884,335070,225400,56420,1935774,1743104,0.9004687530672486,873435,854818,113763,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Canarias,2403150,624700,455800,133650,3617300,3359493,0.9287294390844,1696938,1652196,184400,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Cantabria,844305,122900,125200,22200,1114605,1012323,0.9082347558103543,486399,480386,89631,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Castilla y Leon,3867399,409670,466170,97620,4840859,4204450,0.8685338697119664,2018944,1980719,437288,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Castilla La Mancha,2490795,496270,382100,93735,3462900,3299024,0.9526766582921828,1633806,1571118,264595,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Cataluña,8469080,2054900,1514300,375750,12414030,12049359,0.97062428558655,6080797,5932624,778630,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,C. Valenciana,6256180,1543650,863900,213125,8876855,8168371,0.920187498838271,4093220,4029904,506266,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Extremadura,1464233,231770,185400,49265,1930668,1875674,0.9715155583456089,902468,888745,175960,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Galicia,3874579,537400,573400,122700,5108079,4974665,0.973881766511442,2322822,2299382,558579,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,La Rioja,421265,67600,53240,15200,557305,535956,0.9616924305362414,262436,257586,51340,3/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Madrid,8099835,1820800,1222100,321450,11464185,10688172,0.9323097978617756,5424852,5299404,681023,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Murcia,1687865,498000,253010,68300,2507175,2422334,0.9661607187372242,1205401,1175541,171109,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Navarra,804525,151500,136600,23750,1116375,1089474,0.9759032583137387,533246,525167,100639,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,País Vasco,2748150,526100,444200,101300,3819750,3713060,0.9720688526736043,1828696,1794119,330230,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Ceuta,97920,22270,18100,3935,142225,122277,0.8597433643874143,63384,60797,6230,6/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Melilla,96750,23500,15100,5750,141100,111141,0.7876754075124025,60301,57830,3901,3/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Fuerzas Armadas,48138,58300,103800,2000,212238,177746,0.8374843336254583,95248,89105,146,29/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Sanidad Exterior,0,5540,0,4400,9940,7829,0.787625754527163,5995,5688,5,3/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
7/12/21,Totales,58602639,12102970,9051120,2150615,81907344,77541843,0.9467019587401101,38447301,37677168,5819122,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211207.ods
