date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
8/11/21,Andalucía,9884250,2019500,1528900,333500,13766150,13229714,0.9610322421301526,6855610,6752567,374751,7/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Aragón,1517367,267720,264060,63815,2112962,2035376,0.9632809298037541,1068093,1049564,45521,5/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Asturias,1280885,162000,220900,43000,1706785,1719509,1.0074549518539242,874057,866122,53998,7/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Baleares,1318950,305100,256400,57600,1938050,1615210,0.8334201903975645,859888,843635,7421,7/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Canarias,2403150,574700,455800,133650,3567300,3187906,0.8936467356263841,1681910,1642890,36297,7/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Cantabria,747195,114900,125200,22200,1009495,940314,0.9314696952436614,483096,477623,24367,6/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Castilla y Leon,3274545,411830,473110,101025,4260510,3802260,0.8924424540723997,2004593,1965878,62850,3/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Castilla La Mancha,2330505,446800,396400,95075,3268780,3080248,0.9423234356548926,1621034,1563970,68854,6/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Cataluña,8368460,1604900,1514300,375750,11863410,11345956,0.9563823554947524,5989564,5866345,215457,7/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7831632,0.9682380256511064,4080223,4015726,195222,7/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Extremadura,1377755,218200,186000,51750,1833705,1784224,0.973015834062731,898779,884894,91687,7/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Galicia,3255649,527400,573400,122700,4479149,4513925,1.0077639748086076,2311081,2290670,123420,6/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,La Rioja,421265,67600,53300,15200,557365,490601,0.8802149399406134,260733,255589,10038,5/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Madrid,7637685,1645800,1227000,321450,10831935,10087653,0.9312881770431599,5355337,5245198,215117,6/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Murcia,1687865,398000,253010,68300,2407175,2265271,0.9410495705546958,1193509,1163295,35428,6/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Navarra,734325,151500,136600,23750,1046175,1017222,0.9723248978421393,528404,522257,35801,7/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,País Vasco,2647530,526100,444200,101300,3719130,3455869,0.9292143592721954,1815132,1784368,94424,7/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
8/11/21,Ceuta,95580,22400,18100,3935,140015,117276,0.8375959718601579,62891,60263,2328,5/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211108.ods
