date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
7/10/21,Andalucía,9434970,2019500,1528900,333500,13316870,12759527,0.9581475977463173,6799161,6615499,43990,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Aragón,1531845,275200,265100,64700,2136845,1988817,0.9307259066520969,1061556,1038894,14312,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Asturias,1224725,162000,220900,43000,1650625,1664448,1.0083744036349866,871869,860740,5629,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Baleares,1272150,305100,256400,57600,1891250,1586235,0.8387230667547918,849656,829982,0,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Canarias,2358690,574700,455800,133650,3522840,3124143,0.8868251183704057,1664938,1618781,9505,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Cantabria,727305,114900,125200,24950,992355,912891,0.9199238175854407,480112,471360,5045,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Castilla y Leon,2916525,412400,481200,102200,3912325,3747347,0.9578312128977015,1993845,1950069,29179,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Castilla La Mancha,2330505,446800,394900,95075,3267280,3000638,0.9183902206116402,1610141,1544308,12866,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Cataluña,8368460,1604900,1514300,375750,11863410,11020265,0.9289289504451081,5913965,5747628,51666,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7603661,0.9400535819814206,4055486,3974880,27663,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Extremadura,1226825,218200,186000,51750,1682775,1696943,1.0084194262453388,894208,877847,13702,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Galicia,3155029,507400,573400,122700,4358529,4389596,1.0071278635521297,2302746,2273343,22707,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,La Rioja,374465,67600,53300,15200,510565,475846,0.9319988640036039,257831,252187,1073,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Madrid,7637679,1645800,1220900,321450,10825829,9757303,0.9012984594528511,5294332,5149633,27568,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Murcia,1687865,398000,253010,68300,2407175,2206238,0.9165258030679115,1182330,1144953,3261,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Navarra,734325,151500,136600,23750,1046175,973795,0.9308146342629101,524235,514086,3008,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,País Vasco,2597220,526100,444200,101300,3668820,3345719,0.9119332646463986,1800058,1764638,10908,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Ceuta,95580,22400,18100,4150,140230,112696,0.8036511445482422,61811,58400,408,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Melilla,96750,23500,15100,5750,141100,100956,0.7154925584691708,56730,54040,0,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Fuerzas Armadas,48138,58300,103800,2000,212238,172672,0.8135772104901101,92611,86577,0,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Sanidad Exterior,0,4810,0,4035,8845,6401,0.7236856981345393,4833,4517,0,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
7/10/21,Totales,53616591,10752760,9111010,2164260,75644621,70646137,0.9339214879535188,37772454,36832362,282490,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211007.ods
