date_pub,ccaa,Personas con al menos 1 dosis ≥80 años,Población INE≥80 años,%,Personas con al menos 1 dosis 70-79 años,Población INE70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,Población INE60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,Población INE50-59 años,%.3,Personas con al menos 1 dosis 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
3/4/21,Andalucía,395442,413516,0.956291896806895,30501,650381,0.04689712645357106,75084,916147,0.08195627994197438,135587,1265021,0.1071816199098671,319234,3009381,0.10607962235423166,25655,625846,0.04099251253503258,154,181921,0.0008465212922092556,981657,7062213,0.1390013300363498,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Aragón,75171,98807,0.7607861791168642,3747,118955,0.03149930646042621,12623,156367,0.08072675180824598,23857,198266,0.12032824589188262,47850,446083,0.10726703326510986,5551,89180,0.06224489795918367,28,25106,0.0011152712499004221,168827,1132764,0.14903987061735718,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Asturias ,73847,87826,0.8408330107257532,4395,109249,0.04022920118261952,19750,149652,0.13197284366396708,19635,162645,0.12072304712717882,29858,322095,0.09269935888480106,2883,54179,0.0532124993078499,30,15563,0.0019276489108783653,150398,901209,0.1668847070990192,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Baleares,38747,49542,0.7821040733115336,2354,80516,0.02923642505837349,17520,117231,0.14944852470762854,19928,165797,0.1201951784411057,41665,464054,0.08978480952647752,3535,85839,0.041181747224455084,32,23300,0.0013733905579399143,123781,986279,0.1255030270339326,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Canarias,57395,90236,0.636054346380602,17200,154531,0.1113045278940795,38611,235092,0.16423783029622446,26734,350512,0.07627128315150408,63880,832411,0.07674093686892652,5603,163899,0.0341856875270746,28,44352,0.0006313131313131314,209451,1871033,0.11194404374481903,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Cantabria,33722,41042,0.8216461186102042,1907,53066,0.035936381110315455,5555,77345,0.0718210614777943,10789,89964,0.11992574807700858,22006,194241,0.1132922503487935,1537,34935,0.043995992557606986,5,10791,0.0004633490872022982,75521,501384,0.15062506980677484,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Castilla y Leon,169165,223657,0.7563590676795271,15610,245410,0.06360783994132269,28110,318575,0.0882366789609982,51229,381175,0.1343975864104414,83006,738950,0.11232965694566614,7121,144422,0.049306892301726885,90,40684,0.0022121718611739258,354331,2092873,0.16930363189739656,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Castilla - La Mancha,107482,135194,0.7950204890749589,7155,159101,0.04497143324052017,20691,218444,0.09471992821958947,38408,307478,0.12491300190582741,71938,707865,0.10162672260953713,5615,149518,0.03755400687542637,91,42364,0.0021480502313284866,251380,1719964,0.14615422183254997,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Cataluña,285022,447196,0.6373536435925187,38673,635292,0.060874369581231935,159902,837584,0.19090861334504958,122476,1091780,0.1121801095458792,281598,2803626,0.1004406436521847,33598,556316,0.06039373305818995,279,159864,0.0017452334484311664,921548,6531658,0.14108944467086304,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,C. Valenciana,247144,276531,0.8937298169102198,13987,437862,0.03194385445642691,38514,580728,0.06632020498408894,88644,752334,0.11782532758056927,196778,1765967,0.11142790323941501,17136,352834,0.04856674810250713,107,103049,0.0010383409834156566,602310,4269305,0.14107916862346448,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Extremadura,68236,76005,0.8977830405894349,5203,91876,0.0566306761286952,21620,125297,0.1725500211497482,20697,169216,0.12231112897125568,39191,351778,0.11140833139082035,2064,76088,0.02712648512248975,42,20953,0.0020044862310886267,157053,911213,0.1723559694604884,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Galicia,174523,234302,0.744863466807795,5045,289762,0.01741084062092338,19213,346927,0.055380526739054615,59444,405889,0.14645383343722052,91532,889004,0.10296016665841773,3816,152745,0.024982814494746146,3,44014,6.816013086745126e-05,353576,2362643,0.14965274059601896,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,La Rioja,16149,22207,0.7272031341468906,738,28125,0.02624,6614,37718,0.17535394241476218,6485,47664,0.13605656260490098,12689,107618,0.11790778494303927,1244,21170,0.058762399622106755,8,6286,0.0012726694241170856,43927,270788,0.16221915299053133,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
