date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
4/1/22,Andalucía,10486800,264000,2619500,1537200,333500,15241000,15062814.0,0.9883087723902632,7177726,6856336,2065871,3/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220104.ods
4/1/22,Aragón,1675761,36000,368490,255200,63565,2399016,2368286.0,0.9871905814717368,1116157,1066286,418859,3/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220104.ods
4/1/22,Asturias,1447025,24000,441040,220900,43000,2175965,2081697.5,0.956677841785139,901208,870192,486635,3/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220104.ods
4/1/22,Baleares,1318884,36000,467070,225400,56420,2103774,1850670.0,0.8796904990745203,899901,867533,257557,3/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220104.ods
4/1/22,Canarias,2503770,54000,674700,455800,133650,3821920,3701191.5,0.9684115575417591,1761544,1664750,569674,3/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220104.ods
4/1/22,Cantabria,844305,18000,145400,125200,22200,1155105,1117586.5,0.9675194029979959,507483,484566,206923,3/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220104.ods
4/1/22,Castilla y Leon,3867393,54000,611570,466170,95310,5094443,4748151.5,0.9320256404870955,2078337,1994733,966913,3/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220104.ods
4/1/22,Castilla La Mancha,2531745,60000,821270,382100,93735,3888850,3560097.5,0.9154627974851177,1695413,1588415,641057,3/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220104.ods
4/1/22,Cataluña,8569700,234000,2954900,1514300,375750,13648650,12910783.0,0.94593846277837,6324913,6010540,2191801,3/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220104.ods
4/1/22,C. Valenciana,6256180,150000,1843650,863900,213125,9326855,9004386.5,0.9654258053759815,4252413,4073295,1515490,3/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220104.ods
4/1/22,Extremadura,1464233,30000,251770,182600,41255,1969858,2042104.5,1.0,930797,892536,375895,3/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220104.ods
4/1/22,Galicia,3874579,60000,785000,573400,122700,5415679,5557724.0,1.0,2389677,2311357,1395286,3/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220104.ods
4/1/22,La Rioja,421265,12000,91600,53240,15200,593305,573637.5,0.9668509451294023,271330,259144,101515,3/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220104.ods
