date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
31/1/22,Andalucía,10959480,672000,3069500,1537200,333500,16571680,16227055.5,0.9792040094908905,7417854,6899282,3341552,30/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220131.ods
31/1/22,Aragón,1773981,96000,448490,254710,59180,2632361,2536832.5,0.9637099546756694,1140763,1073290,612837,29/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220131.ods
31/1/22,Asturias,1503185,54000,516040,220900,43000,2337125,2217637.0,0.9488739369952399,922643,872684,679128,30/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220131.ods
31/1/22,Baleares,1318884,90000,529070,225400,56520,2219874,1968138.0,0.8865989691306804,922679,877784,413354,30/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220131.ods
31/1/22,Canarias,2623110,144000,824700,455800,133650,4181260,3960195.0,0.9471295733821863,1804214,1678949,852432,30/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220131.ods
31/1/22,Cantabria,882915,42000,170400,120490,22145,1237950,1194317.5,0.9647542307847652,515561,488172,308219,29/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220131.ods
31/1/22,Castilla y Leon,3987903,144000,611570,466170,95315,5304958,5094608.0,0.9603484136914939,2134964,2006587,1325019,29/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220131.ods
31/1/22,Castilla La Mancha,2648745,156000,840660,380370,92350,4118125,3782247.0,0.9184390954621339,1749177,1593880,893925,30/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220131.ods
31/1/22,Cataluña,8572580,600000,3208880,1485670,355800,14222930,13666149.0,0.9608532840982835,6449958,6081558,3291669,30/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220131.ods
31/1/22,C. Valenciana,6558040,582000,2043640,863900,213125,10260705,9584320.5,0.9340801143781056,4387874,4094441,2348106,30/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220131.ods
