date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
1/2/21,Andalucía,324180,6800,330980,299792,0.9057707414345277,78640,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Aragón,55305,1200,56505,55292,0.9785328731970622,10364,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Asturias,58235,1200,59435,58112,0.9777403886598806,19475,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Baleares,29610,600,30210,25559,0.8460443561734525,4782,30/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Canarias,64320,1300,65620,64475,0.9825510515086864,11501,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Cantabria,27645,500,28145,23626,0.8394386214247647,2737,30/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Castilla y Leon,121395,2500,123895,124225,1.0026635457443802,34446,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Castilla La Mancha,82935,1700,84635,84605,0.9996455367164885,17460,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Cataluña,280250,5800,286050,256555,0.8968886558294005,60676,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,C. Valenciana,142930,2900,145830,136109,0.9333401906329287,33395,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Extremadura,50975,1000,51975,47342,0.9108609908609908,8646,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Galicia,87865,1800,89665,85718,0.9559805944348408,27098,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,La Rioja,14105,200,14305,11790,0.82418734708144,2490,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Madrid,228075,4700,232775,190943,0.8202899795940286,15837,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Murcia,59225,1200,60425,58737,0.9720645428216798,11293,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Navarra,27645,500,28145,25116,0.892378752886836,5281,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,País Vasco,74700,1400,76100,57262,0.7524572930354796,12277,31/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Ceuta,1980,200,2180,1890,0.8669724770642202,688,29/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Melilla,1980,200,2180,2113,0.9692660550458716,806,29/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
1/2/21,Totales,1733355,35700,1769055,1609261,0.909672678350871,357892,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods
