date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
14/2/22,Andalucía,11421630,870000,3319500,1537200,333500,17481830,16589450.0,0.9489538566614594,7438329,6912793,3796681,13/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Aragón,1853541,126000,477490,254710,59180,2770921,2572917.0,0.9285421706356839,1143658,1075220,654815,12/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Asturias,1575725,78000,516040,220900,43000,2433665,2234334.0,0.918094314542059,923791,873400,700348,13/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Baleares,1318884,114000,549370,225400,56520,2264174,1986067.5,0.8771708799765389,924775,880669,437818,13/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Canarias,2742450,186000,824700,455800,133650,4342600,4013365.5,0.9241849352922212,1809354,1684029,914008,13/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Cantabria,920355,54000,175400,120490,22145,1292390,1223990.5,0.9470751862827784,516895,488938,337644,13/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Castilla y Leon,4086183,192000,753070,466170,95315,5592738,5173120.0,0.9249709176435584,2138046,2009634,1435386,13/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Castilla La Mancha,2763405,204000,840660,380370,92350,4280785,3841404.5,0.8973598300311741,1754781,1613086,980153,13/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Cataluña,8673200,690000,3508880,1485670,355800,14713550,13788167.0,0.9371067485413106,6462060,6099641,3478031,13/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,C. Valenciana,6947650,780000,2144540,863900,213125,10949215,9775731.5,0.8928248737466568,4395005,4101131,2699432,13/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Extremadura,1595273,96000,307170,182600,40185,2221228,2226392.0,1.0,959990,896408,581039,12/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Galicia,4138999,210000,969980,571870,122525,6013374,5954866.0,0.9902703540474947,2465275,2321730,1886687,10/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,La Rioja,458705,30000,109600,53240,15200,666745,617759.5,0.9265303826800351,282029,261819,153961,11/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Madrid,8746845,390000,2170800,1222100,321450,12851195,12797022.0,0.9957845943509533,5750374,5378535,3137475,13/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Murcia,1767425,168000,623000,253010,68300,2879735,2716226.5,0.943220990820336,1296837,1201041,625541,12/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Navarra,873147,66000,274760,135150,23710,1372767,1268228.5,0.9238483296874124,565022,533730,324925,13/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,País Vasco,3081600,204000,817900,444200,101305,4649005,4298328.0,0.9245694508825006,1938864,1828967,1123531,13/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Ceuta,102444,12000,29210,18100,3935,165689,147234.0,0.8886166251229713,69193,63556,30274,12/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Melilla,101430,12000,23500,15100,5750,157780,135079.5,0.856125617949043,65077,59384,25662,11/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Fuerzas Armadas,48426,0,58300,103800,2000,212526,199958.5,0.9408660587410481,94987,90939,39618,11/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Sanidad Exterior,0,0,7570,0,4690,12260,12012.0,0.9797716150081566,8010,7505,2518,11/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
14/2/22,Totales,63217317,4482000,18501440,9009780,2113635,97324172,91571654.0,0.9408932243471848,41002352,38382155,23365547,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220214.ods
