date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
26/10/21,Andalucía,9434970,2019500,1528900,333500,13316870,12915866,0.9698875186136081,6839164,6731138,94695,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Aragón,1531845,275200,265100,64700,2136845,2004303,0.937973039691695,1065741,1046339,19541,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Asturias,1224725,162000,220900,43000,1650625,1678003,1.0165864445285877,873521,864641,14079,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Baleares,1272150,305100,256400,57600,1891250,1606091,0.8492219431592862,855941,838647,6384,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Canarias,2358690,574700,455800,133650,3522840,3156279,0.8959473038798242,1677664,1637217,13307,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Cantabria,727305,114900,125200,22200,989605,921434,0.9311129187908307,482105,476200,7635,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Castilla y Leon,2916525,412400,481200,102200,3912325,3793355,0.9695909721201588,1999544,1959795,62850,20/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Castilla La Mancha,2330505,446800,394900,95075,3267280,3026412,0.926278739501971,1617430,1556739,22251,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Cataluña,8368460,1604900,1514300,375750,11863410,11156589,0.940420081578568,5964890,5834629,74316,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7658155,0.9467907681732426,4070720,4004235,40978,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Extremadura,1226825,218200,186000,51750,1682775,1707879,1.014918215447698,897276,882668,18347,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Galicia,3155029,527400,573400,122700,4378529,4410361,1.007270021507223,2308278,2286057,26680,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,La Rioja,374465,67600,53300,15200,510565,482814,0.9456464896732052,260155,254737,3603,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Madrid,7637679,1645800,1227000,321450,10831929,9875100,0.9116658722559943,5330514,5213789,54584,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Murcia,1687865,398000,253010,68300,2407175,2226592,0.9249813578156968,1189410,1157028,6209,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Navarra,734325,151500,136600,23750,1046175,982450,0.9390876287428012,527406,520681,3282,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,País Vasco,2597220,526100,444200,101300,3668820,3367963,0.9179962494753081,1810852,1779105,14328,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Ceuta,95580,22400,18100,4150,140230,114750,0.8182985095913856,62627,59842,441,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Melilla,96750,23500,15100,5750,141100,102137,0.7238625088589653,57277,54764,218,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Fuerzas Armadas,48138,58300,103800,2000,212238,173042,0.8153205363789707,92845,86781,0,21/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Sanidad Exterior,0,4910,0,4140,9050,6986,0.7719337016574586,5249,5016,0,25/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
26/10/21,Totales,53616591,10772860,9117110,2161615,75668176,71366561,0.9431515965179338,37988609,37250048,483728,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211026.ods
