date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
10/2/21,Andalucía,475110,36300,34500,545910,401714,0.7358612225458409,159969,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Aragón,81045,6300,5400,92745,80211,0.8648552482613618,29343,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Asturias,83975,6300,4200,94475,75118,0.7951098174120138,32296,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Baleares,42480,3200,4800,50480,37685,0.7465332805071315,14564,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Canarias,93570,7000,8900,109470,86467,0.7898693706038183,29967,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Cantabria,39345,2900,2400,44645,36320,0.8135289506103707,14393,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Castilla y Leon,177555,13500,9800,200855,168030,0.8365736476562694,69345,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Castilla La Mancha,120375,9200,8300,137875,109636,0.795184043517679,35531,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Cataluña,410120,31400,31800,473320,340729,0.719870278036001,138400,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,C. Valenciana,207280,15700,20600,243580,201983,0.8292265374825519,89522,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Extremadura,74375,5400,4300,84075,71334,0.8484567350579839,28790,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Galicia,128815,9800,11000,149615,114462,0.7650436119373057,54604,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,La Rioja,19955,1400,1300,22655,18970,0.8373427499448245,7997,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Madrid,333375,25400,27700,386475,294615,0.7623132156025616,115535,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Murcia,87305,6600,6200,100105,78988,0.7890514959292743,27799,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Navarra,39345,2900,2700,44945,36677,0.8160418289019913,13286,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,País Vasco,107460,7900,9100,124460,75634,0.6076972521291981,26299,9/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Ceuta,4320,400,400,5120,2277,0.4447265625,963,8/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Melilla,3150,400,400,3950,2399,0.6073417721518988,1080,8/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
10/2/21,Totales,2528955,192000,193800,2914755,2233249,0.7661875526416457,889683,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods
