date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
11/10/21,Andalucía,9434970,2019500,1528900,333500,13316870,12777502,0.9594973894015636,6805551,6644496,45335,10/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Aragón,1531845,275200,265100,64700,2136845,1992241,0.9323282690134287,1062504,1040737,15267,10/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Asturias,1224725,162000,220900,43000,1650625,1668057,1.0105608481635744,872556,862225,7221,8/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Baleares,1272150,305100,256400,57600,1891250,1588647,0.8399984137475215,850545,831763,0,10/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Canarias,2358690,574700,455800,133650,3522840,3127927,0.8878992517400733,1666350,1621153,10107,10/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Cantabria,727305,114900,125200,22200,989605,915636,0.9252540154910293,480543,473152,5874,10/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Castilla y Leon,2916525,412400,481200,102200,3912325,3783498,0.9670714984056795,1995057,1951872,62850,9/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Castilla La Mancha,2330505,446800,394900,95075,3267280,3009180,0.9210046277025538,1612041,1547454,16976,10/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Cataluña,8368460,1604900,1514300,375750,11863410,11052966,0.9316854091698761,5925400,5772947,55468,10/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7612527,0.9411497006876396,4057045,3979900,30403,9/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Extremadura,1226825,218200,186000,51750,1682775,1699453,1.0099110100875042,894915,879005,14745,10/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Galicia,3155029,507400,573400,122700,4358529,4394101,1.0081614691562222,2304210,2276161,23335,9/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,La Rioja,374465,67600,53300,15200,510565,476984,0.934227767277428,258126,252545,1603,8/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Madrid,7637679,1645800,1220900,321450,10825829,9794839,0.9047657227912985,5304386,5170450,36688,10/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Murcia,1687865,398000,253010,68300,2407175,2209500,0.9178809185040556,1183762,1146948,3457,8/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Navarra,734325,151500,136600,23750,1046175,975658,0.9325954070781657,524978,515509,3008,10/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,País Vasco,2597220,526100,444200,101300,3668820,3350920,0.9133508866611063,1802396,1767597,12190,10/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Ceuta,95580,22400,18100,4150,140230,112996,0.8057904870569779,61967,58569,417,8/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
11/10/21,Melilla,96750,23500,15100,5750,141100,100982,0.7156768249468463,56753,54058,0,6/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211011.ods
