date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
1/3/21,Andalucía,662310,36300,144200,842810,769899,0.9134905850666224,228739,28/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Aragón,112635,6300,22600,141535,130122,0.9193627018052072,46822,27/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Asturias,112055,6300,17400,135755,117129,0.8627969503885676,39215,28/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Baleares,56520,3200,19900,79620,61342,0.7704345641798543,21950,28/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Canarias,129840,7000,37100,173940,146120,0.8400597907324364,51446,28/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Cantabria,55725,2900,9900,68525,59144,0.8631010580080263,20433,27/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Castilla y Leon,246585,13500,40800,300885,257479,0.8557389035678084,89946,28/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Castilla La Mancha,167175,9200,34800,211175,162939,0.7715828104652539,68732,28/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Cataluña,570410,31400,132700,734510,650327,0.8853888987215968,188109,28/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,C. Valenciana,288010,15700,86200,389910,323505,0.8296914672616758,102016,28/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Extremadura,102455,5400,18100,125955,111006,0.8813147552697392,39292,26/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Galicia,179125,9800,46100,235025,217795,0.9266886501436018,58891,28/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,La Rioja,28145,1400,5400,34945,27386,0.7836886535985119,9205,26/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Madrid,464415,25400,115600,605415,472599,0.7806199053541786,175205,28/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Murcia,121235,6600,25700,153535,123364,0.8034910606702055,50233,28/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Navarra,55725,2900,11200,69825,60697,0.8692731829573935,21719,28/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,País Vasco,148410,7900,37900,194210,127629,0.6571700736316358,47492,28/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Ceuta,4320,400,1500,6220,6273,1.0085209003215434,1136,25/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Melilla,3150,400,1500,5050,4710,0.9326732673267327,1267,25/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
1/3/21,Totales,3508245,192000,808600,4508845,3829465,0.8493228310132639,1261848,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods
