date_pub,ccaa,Personas con al menos 1 dosis >=80 años,%,Personas con al menos 1 dosis 70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,%.3,Personas con al menos 1 dosis 40-49 años,%.4.1,Personas con al menos 1 dosis 25-39 años,%.4.2,18-24 años,%.5,16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
15/6/21,Andalucía,430656,1.0,642216,0.98744582021922533,854893,0.93313955074895183,1090542,0.8620742264357667,584445,0.42194721878487979,203540,0.125311909926139,43113,0.068887553807166615,630,0.0034630416499469548,3850035,7062213,0.54515985286764923,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210615.ods
15/6/21,Aragón,100589,1.0,117695,0.98940775923668611,147423,0.9428012304386475,166866,0.84162690526867945,85633,0.39839864522222168,34456,0.14906982780998529,7753,0.086936532854900203,79,0.0031466581693619057,660494,1132764,0.5830817363546158,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210615.ods
15/6/21,Asturias,88294,1.0,113088,1.0,140524,0.93900515863469913,139110,0.85529834916536018,78642,0.47092991921817084,21267,0.13711622029374218,4846,0.08944424961701028,63,0.0040480627128445671,585834,901209,0.65005342822808032,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210615.ods
15/6/21,Baleares,50593,1.0,76961,0.95584728501167471,98337,0.83883102592317726,126639,0.76381961072878279,95533,0.46336553945249598,28282,0.10967031432980975,4637,0.054019734619462016,48,0.0020600858369098714,481030,986279,0.48772203402891068,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210615.ods
15/6/21,Canarias,91115,1.0,146830,0.95016533899347055,205698,0.87496809759583483,263647,0.7521768156297074,155386,0.40055784122663202,60708,0.13657992247242326,8773,0.053526867155992412,132,0.002976190476190476,932289,1871033,0.49827501706276695,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210615.ods
15/6/21,Cantabria,42105,1.0,55479,1.0,72859,0.94200012929083976,73221,0.81389222355608914,27141,0.27760333029897,12934,0.13406998921966995,1910,0.054672964076141403,21,0.0019460661662496525,285670,501384,0.56976289630303323,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210615.ods
15/6/21,Castilla y Leon,228249,1.0,248166,1.0,305492,0.95893274739072432,316659,0.83074440873614486,83503,0.22984269415504879,49561,0.13193573719868493,9772,0.067662821453795124,127,0.0031216202929898731,1241529,2092873,0.59321755309567281,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210615.ods
15/6/21,Castilla - La Mancha,137146,1.0,156848,0.98583918391462022,208746,0.9556041823075937,265848,0.86460819961102908,147927,0.44744332360369626,42944,0.11383130997190266,8362,0.055926376757313503,121,0.0028561986592389767,967942,1719964,0.56276875562511774,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210615.ods
15/6/21,Cataluña,454578,1.0,608263,0.95745421003255193,727530,0.8686054174864849,879875,0.80590869955485533,485397,0.36863121841192931,192105,0.12920085199052239,53890,0.096869405158219429,1076,0.0067307211129460044,3402714,6531658,0.52095715972881618,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210615.ods
15/6/21,C. Valenciana,294254,1.0,427731,0.97686257313948233,529485,0.91176075546555357,605757,0.8051703099952946,189246,0.22222718027966576,110347,0.12067971814750776,22380,0.063429261352364,233,0.002261060272297645,2179433,4269305,0.5104889437507979,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210615.ods
