date_pub,ccaa,Personas con al menos 1 dosis >=80 años,%,Personas con al menos 1 dosis 70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,%.3,Personas con al menos 1 dosis 40-49 años,%.4.1,Personas con al menos 1 dosis 25-39 años,%.4.2,18-24 años,%.5,16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
18/6/21,Andalucía,430839,1.0,642843,0.98840987052204787,863658,0.94270679268719981,1105865,0.8741870688312684,760423,0.54899668908118759,218741,0.13467059295054323,45094,0.072052869236201883,657,0.0036114577206589672,4068120,7062213,0.5760403998010255,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Aragón,100623,1.0,117798,0.99027363288638559,146790,0.93875306170739348,169099,0.85288955241947684,105847,0.49244218234601733,35168,0.15215021199273168,7935,0.088977349181430812,85,0.0033856448657691388,683345,1132764,0.60325451726926349,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Asturias,88322,1.0,113154,1.0,140917,0.94163125116937962,140562,0.86422576777644566,102707,0.61503775607360789,21530,0.1388118786347049,4878,0.09003488436479079,63,0.0040480627128445671,612133,901209,0.6792353383066525,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Baleares,50635,1.0,77085,0.95738735158229415,98676,0.84172275251426676,128448,0.77473054397847974,111318,0.53992782725103317,32909,0.12761262903188281,4644,0.054101282633767865,49,0.0021030042918454934,503764,986279,0.51077230682190333,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Canarias,91219,1.0,147107,0.9519578595880438,206660,0.87906011263675499,268998,0.76744305473136443,177775,0.45827275445705862,66657,0.14996389095744084,9098,0.055509795666843602,166,0.003742784992784993,967680,1871033,0.51719023662329844,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Cantabria,42136,1.0,55539,1.0,73307,0.94779235891137115,75689,0.84132541905651148,39133,0.40025979604987266,13107,0.13586325565967328,1930,0.055245455846572207,26,0.0024094152534519507,300867,501384,0.60007299794169733,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Castilla y Leon,228318,1.0,248298,1.0,306408,0.96180805147924353,330063,0.86590935921820689,124931,0.34387360482239443,50446,0.13429168496852081,9937,0.06880530667072883,132,0.0032445187297217579,1298533,2092873,0.62045475286842533,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Castilla - La Mancha,137180,1.0,156933,0.98637343574207581,209802,0.96043837322151215,268422,0.87297953024281416,185510,0.56112279003644838,44349,0.1175555319938504,8450,0.056514934656696852,125,0.0029506184496270417,1010771,1719964,0.58766985820633455,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Cataluña,454821,1.0,609040,0.95867726966497291,737727,0.88077971881029249,899368,0.8237630291817033,634049,0.48152389776382093,196192,0.13194957733387766,55659,0.1000492525830643,1207,0.0075501676424961214,3588063,6531658,0.54933418130587974,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,C. Valenciana,294504,1.0,428435,0.97847038564661926,533513,0.91869687702332248,620861,0.82524649956003582,306121,0.35947077694847746,111432,0.12186631582746323,22738,0.064443902798483138,259,0.0025133674271463091,2317863,4269305,0.54291342501882622,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
