date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
13/4/21,Andalucía,1468440,219200,564800,2252440,1910185,0.8480514464314255,1366451,543734,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Aragón,291645,45800,88700,426145,321035,0.7533468655035258,218871,102164,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Asturias,280535,42200,68000,390735,309539,0.7921967573931181,211246,98293,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Baleares,158310,24300,81400,264010,226218,0.8568539070489755,169280,56938,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Canarias,319380,47800,145200,512380,401663,0.7839162340450447,286114,115549,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Cantabria,132945,19900,40500,193345,142877,0.7389743722361581,97143,45734,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Castilla y Leon,647895,100800,166900,915595,710619,0.7761280915688705,475792,234827,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Castilla La Mancha,412875,63800,142400,619075,487967,0.7882195210596454,335311,152656,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Cataluña,1413980,221100,519100,2154180,1787769,0.829906971562265,1329424,458345,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,C. Valenciana,836740,131600,352300,1320640,1080973,0.8185220802035377,794429,286544,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Extremadura,244025,36200,70900,351125,302566,0.8617045211819153,216336,86230,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Galicia,637765,98800,180300,916865,743544,0.8109634460907549,552449,191095,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,La Rioja,69095,10200,21300,100595,84470,0.8397037626124559,59481,24989,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Madrid,1154715,179300,452500,1786515,1468932,0.8222332306193902,1033686,435246,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Murcia,260465,37700,100800,398965,287216,0.7199027483613851,187800,99416,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Navarra,130605,20100,44100,194805,161038,0.8266625599958933,112296,48742,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,País Vasco,454950,70900,148200,674050,547803,0.8127038053556858,404891,142912,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Ceuta,10170,1600,5800,17570,16211,0.9226522481502561,12566,3645,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Melilla,10170,1200,5800,17170,14206,0.8273733255678509,10492,3714,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Fuerzas Armadas,19500,0,66100,85600,68826,0.8040420560747663,63508,5318,12/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
13/4/21,Totales,8954205,1372500,3265100,13591805,11073657,0.8147304202789842,7937566,3136091,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210413.ods
