date_pub,ccaa,Personas con al menos 1 dosis ≥80 años,Población INE≥80 años,%,Personas con al menos 1 dosis 70-79 años,Población INE70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,Población INE60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,Población INE50-59 años,%.3,Personas con al menos 1 dosis 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
5/4/21,Andalucía,396168,413516,0.9580475725244005,34176,650381,0.05254766052513834,83158,916147,0.09076927610961996,135867,1265021,0.10740296010896262,319567,3009381,0.1061902763392206,25892,625846,0.04137119994375613,154,181921,0.0008465212922092556,994982,7062213,0.14088813237437048,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Aragón,75176,98807,0.760836782819031,3749,118955,0.0315161195410029,12624,156367,0.08073314701951179,23857,198266,0.12032824589188262,47852,446083,0.10727151673567475,5551,89180,0.06224489795918367,28,25106,0.0011152712499004221,168837,1132764,0.14904869858152273,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Asturias ,74184,87826,0.8446701432377656,4399,109249,0.04026581479006673,25965,149652,0.17350252585999518,20010,162645,0.12302868209905007,29866,322095,0.09272419627749577,2884,54179,0.05323095664371805,30,15563,0.0019276489108783653,157338,901209,0.174585473513913,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Baleares,39275,49542,0.7927616971458561,2355,80516,0.029248844950072034,18928,117231,0.16145899975262515,20083,165797,0.12113005663552416,41736,464054,0.08993780896188805,3545,85839,0.04129824438774916,32,23300,0.0013733905579399143,125954,986279,0.1277062575599805,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Canarias,57589,90236,0.6382042643734208,17267,154531,0.11173809785738784,43479,235092,0.18494461742636925,26765,350512,0.07635972520199023,63936,832411,0.07680821132829815,5604,163899,0.034191788845569525,28,44352,0.0006313131313131314,214668,1871033,0.11473234304258663,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Cantabria,34111,41042,0.8311242142195799,1907,53066,0.035936381110315455,5559,77345,0.0718727778136919,10803,89964,0.12008136587968521,22015,194241,0.11333858454188353,1537,34935,0.043995992557606986,5,10791,0.0004633490872022982,75937,501384,0.15145477318781614,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Castilla y Leon,170883,223657,0.7640404726880894,16860,245410,0.06870135691292123,34990,318575,0.10983284940751785,51296,381175,0.13457335869351347,83184,738950,0.11257053927870628,7133,144422,0.0493899821356857,90,40684,0.0022121718611739258,364436,2092873,0.17413192295949156,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Castilla - La Mancha,108213,135194,0.8004275337662914,7157,159101,0.04498400387175442,28129,218444,0.12876984490304152,39200,307478,0.12748879594637666,72193,707865,0.10198696079054621,5615,149518,0.03755400687542637,91,42364,0.0021480502313284866,260598,1719964,0.15151363633192322,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Cataluña,315861,447196,0.7063144571955027,40696,635292,0.06405873204762534,202874,837584,0.24221331830598483,124610,1091780,0.11413471578523146,283220,2803626,0.1010191801616906,33901,556316,0.0609383875351419,285,159864,0.0017827653505479658,1001447,6531658,0.1533220202282483,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,C. Valenciana,250913,276531,0.9073593918945796,15534,437862,0.035476931087877,38545,580728,0.06637358625724953,88691,752334,0.11788779983358455,196872,1765967,0.11148113186713002,17161,352834,0.04863760295209645,110,103049,0.0010674533474366564,607826,4269305,0.14237118219476003,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
