date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
17/9/21,Andalucía,9306270,2019500,1603000,463400,13392170,12511703,0.9342550908478611,6728143,6463863,16/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210917.ods
17/9/21,Aragón,1508445,275200,265100,64700,2113445,1946372,0.9209475524558245,1052999,1016260,16/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210917.ods
17/9/21,Asturias,1200155,162000,220900,49700,1632755,1642121,1.0057363168387174,867778,846963,16/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210917.ods
17/9/21,Baleares,1272150,305100,256400,57600,1891250,1557909,0.8237456708526107,838977,808731,16/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210917.ods
17/9/21,Canarias,2324760,574700,455800,133650,3488910,3076768,0.8818708421828021,1651530,1589575,16/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210917.ods
17/9/21,Cantabria,666465,114900,125200,24950,931515,880328,0.9450497308148553,473230,447802,16/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210917.ods
17/9/21,Castilla y Leon,2819415,412400,481200,102200,3815215,3666332,0.9609765111533688,1973116,1896170,16/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210917.ods
17/9/21,Castilla La Mancha,2256795,446800,411700,101375,3216670,2943319,0.9150205025694274,1596183,1509939,16/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210917.ods
17/9/21,Cataluña,8368460,1604900,1514300,375750,11863410,10764739,0.9073899494327516,5831495,5587226,16/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210917.ods
17/9/21,C. Valenciana,5719150,1213650,863900,213450,8010150,7447196,0.9297199178542225,4031680,3863368,16/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210917.ods
