date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
4/3/22,Andalucía,11421630,1062000,3319500,1537200,333500,17673830,16880744.5,0.9551265628332964,7451485,7061199,4018823,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Aragón,1853541,150000,477490,254710,59180,2794921,2608312.0,0.9332328176717696,1145876,1099468,674844,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Asturias,1575485,114000,516000,220790,42940,2469215,2252666.5,0.9123006704559952,924981,888072,707865,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Baleares,1318260,126000,542650,225400,50095,2262405,2004778.5,0.8861271523003176,925884,890621,454939,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Canarias,2812650,234000,824700,455800,133650,4460800,4068150.0,0.9119776721664276,1812686,1713115,945691,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Cantabria,925035,60000,175400,120490,22145,1303070,1245651.5,0.9559359819503174,518092,500338,349167,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Castilla y Leon,4086183,282000,753060,466170,95315,5682728,5231978.5,0.9206807892265827,2141278,2053771,1475636,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Castilla La Mancha,2763405,258000,840660,380370,92350,4334785,3877699.0,0.8945539398147775,1752915,1639661,1015457,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Cataluña,8673200,690000,3238880,1485670,355800,14443550,13927888.0,0.9642981123061851,6472044,6197564,3587149,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,C. Valenciana,6731200,546000,2144530,863900,213125,10498755,9949961.5,0.9477277543861153,4427815,4191430,2844961,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Extremadura,1645583,156000,307170,182600,40185,2331538,2272431.5,0.9746491371789779,962403,912619,618490,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Galicia,4138999,300000,969980,571870,122525,6103374,6016762.0,0.985809160638034,2468977,2364626,1919744,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,La Rioja,456281,48000,111700,53240,15200,684421,627460.0,0.916774909010682,282938,267241,161866,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Madrid,8963295,756000,2170800,1222100,321450,13433645,12915130.0,0.9614017640037383,5758661,5467083,3181817,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Murcia,1767425,204000,625500,253010,68300,2918235,2761429.0,0.9462668359470707,1294635,1220493,667521,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Navarra,873147,78000,274760,135150,23710,1384767,1291694.5,0.9327883318998792,566266,547019,340002,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,País Vasco,3081600,228000,817900,444200,101305,4673005,4343579.5,0.9295045693295856,1941477,1867147,1144787,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Ceuta,102444,12000,29210,18100,3935,165689,146259.5,0.8827351242387848,67001,62864,33022,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Melilla,101430,12000,23500,15100,5750,157780,136750.5,0.8667163138547345,65177,60611,26390,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Fuerzas Armadas,48426,0,58300,103800,2000,212526,202650.5,0.9535327442289414,95092,91072,44643,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Sanidad Exterior,0,0,7780,0,4705,12485,12420.0,0.9947937525030036,8108,7576,3112,3/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
4/3/22,Totales,63339219,5316000,18229470,9009670,2107165,98001524,92774397.0,0.946662798835659,41083791,39103590,24215926,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220304.ods
