date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
12/5/21,Andalucía,2465280,337000,951000,48650,3801930,3482939,0.9160976135804709,2397813,1119700,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Aragón,496395,67300,149400,7600,720695,643819,0.8933307432408994,438841,212832,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Asturias,466565,60400,114600,5850,647415,600195,0.9270637844350224,398717,207221,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Baleares,274140,39600,131500,6700,451940,407370,0.9013807142541045,291800,121931,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Canarias,553380,76600,244500,12500,886980,747377,0.8426086270265395,519168,239189,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Cantabria,220695,29300,65400,3300,318695,280508,0.8801769717127661,191376,90800,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Castilla y Leon,1087815,144000,269100,13800,1514715,1332562,0.8797443743542515,889728,455402,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Castilla La Mancha,687825,94500,228800,11700,1022825,884665,0.8649231295676191,614197,277031,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Cataluña,2434220,336200,874100,44700,3689220,3238108,0.8777215780029383,2237657,1029511,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,C. Valenciana,1511830,207100,568100,29000,2316030,2091434,0.9030254357672396,1444489,671781,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Extremadura,401975,52900,119400,6100,580375,527973,0.9097101012276545,356294,176217,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Galicia,1135015,147400,303700,15550,1601665,1480127,0.9241177150028251,1028809,461602,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,La Rioja,115895,15300,35700,1900,168795,154540,0.9155484463402352,107635,48747,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Madrid,1992435,276200,762000,38900,3069535,2716847,0.8851005119667963,1942011,797465,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Murcia,424265,57700,169800,8650,660415,539597,0.8170574562964197,377867,162248,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Navarra,220695,30200,74300,3850,329045,307748,0.9352763299852603,214368,97255,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,País Vasco,805950,107400,249500,12750,1175600,1060076,0.9017318815923784,763568,309205,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Ceuta,17190,2600,10000,450,30240,27162,0.8982142857142857,19361,8248,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Melilla,17190,2500,10000,450,30140,23887,0.7925348374253484,17272,7089,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Fuerzas Armadas,21840,3400,66100,0,91340,76881,0.8417013356689292,67377,9504,11/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
12/5/21,Totales,15350595,2087600,5397000,272400,23107595,20623815,0.8925123968980762,14318348,6502978,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods
