date_pub,ccaa,Fecha de la ultima vacuna registrada,Dosis entregadas,Dosis administradas,% sobre entregadas,source_name,source
11/1/21,Andalucía,9/1/21,140295,81387,0.5801133326205495,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Aragón,9/1/21,23715,10998,0.4637571157495256,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Asturias,9/1/21,23720,18943,0.7986087689713323,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Baleares,8/1/21,12840,4652,0.36230529595015576,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Canarias,11/1/21,27660,13607,0.4919378163412871,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Cantabria,11/1/21,11850,8474,0.7151054852320675,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Castilla y Leon,10/1/21,51390,36205,0.704514496983849,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Castilla La Mancha,11/1/21,35550,19209,0.5403375527426161,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Cataluña,10/1/21,120545,68405,0.5674644323696545,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,C. Valenciana,11/1/21,61225,45674,0.7460024499795835,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Extremadura,10/1/21,21725,9303,0.4282163406214039,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Galicia,11/1/21,37555,30418,0.8099587272001065,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,La Rioja,11/1/21,5915,3457,0.5844463229078614,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Madrid,11/1/21,98790,24897,0.25201943516550257,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Murcia,11/1/21,25685,10361,0.40338719096749076,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Navarra,10/1/21,11850,5468,0.4614345991561181,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,País Vasco,10/1/21,31605,13103,0.4145862996361335,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Ceuta,8/1/21,1005,698,0.6945273631840796,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Melilla,8/1/21,1005,832,0.8278606965174129,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Totales,,743925,406091,0.5458762644083744,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
