date_pub,ccaa,Personas con al menos 1 dosis >=80 años,%,Personas con al menos 1 dosis 70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,%.3,Personas con al menos 1 dosis 40-49 años,%.4.1,Personas con al menos 1 dosis 25-39 años,%.4.2,18-24 años,%.5,16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
4/6/21,Andalucía,430059,1.0,640350,0.98457673271513158,832720,0.90893710288851026,964535,0.76246560333781022,236315,0.17061050570566755,192971,0.11880497479786267,40121,0.064106825001677734,559,0.0030727623528894409,3337630,7062213,0.47260398404862614,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Aragón,100447,1.0,117238,0.98556597032491278,142764,0.91300594115126599,145329,0.73300011096204087,37308,0.17357159805157646,32061,0.13870814225144934,6983,0.078302309934962996,65,0.0025890225444116944,582195,1132764,0.51395965973494917,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Asturias,88138,1.0,112734,1.0,136844,0.91441477561275497,124046,0.76267945525531067,27016,0.16177923625541191,20557,0.1325385875101546,4641,0.085660495764041417,54,0.0034697680395810574,514030,901209,0.57037823634695173,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Baleares,50386,1.0,76216,0.94659446569625916,94388,0.8051453966954133,109718,0.66176106925939548,38635,0.18739208039889024,26516,0.10282222101581344,4448,0.051817938233204019,43,0.0018454935622317598,400350,986279,0.40591962314923058,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Canarias,90764,1.0,145885,0.94405006115277845,202191,0.86005053340819759,230703,0.65818859268726893,90646,0.23366948165104506,46766,0.10521342581447826,8184,0.049933190562480551,91,0.002051767676767677,815230,1871033,0.43571118200480696,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Cantabria,42031,1.0,55353,1.0,71710,0.92714461180425367,57659,0.64091192032368505,14823,0.15161247430167027,12625,0.13086698731238081,1845,0.052812365822241303,10,0.00092669817440459645,256056,501384,0.51069838686515723,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Castilla y Leon,227993,1.0,247545,1.0,303043,0.95124538962567684,204855,0.53743031416016263,53746,0.14793630695971705,47637,0.12681388012618297,9371,0.064886236169004727,121,0.0029741421689116116,1094311,2092873,0.5228750143940889,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Castilla - La Mancha,136958,1.0,156403,0.98304221846500017,205190,0.93932541063155772,239521,0.77898581361918573,60542,0.18312487711922082,41012,0.10871017335524572,8098,0.054160703059163443,113,0.0026673590784628458,847837,1719964,0.49293880569593318,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Cataluña,453542,1.0,604576,0.95165057957600596,710639,0.84843908193088691,764903,0.70060176958727949,181588,0.13790568480848753,176061,0.11841040682076656,48557,0.087283126855959556,899,0.0056235300005004251,2940765,6531658,0.45023254432488657,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,C. Valenciana,293774,1.0,426114,0.97316962878715207,521237,0.89755789285173093,488453,0.64925020004412937,109833,0.12897433970417621,107950,0.11805826686745868,21629,0.061300781670700667,196,0.0019020077827053149,1969186,4269305,0.46124275496831452,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Extremadura,77919,1.0,95075,1.0,125289,0.99993615170355232,118998,0.70323137291981841,26178,0.16413156607772078,22484,0.1169312059245699,2788,0.036641783198401848,74,0.0035317138357275806,468805,911213,0.51448453874121636,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Galicia,239915,1.0,285998,0.98701002892028633,324633,0.93573864242333404,294345,0.72518594985328499,57080,0.12878451156420836,48169,0.10805481590818851,6570,0.043012864578218603,45,0.0010224019630117689,1256755,2362643,0.53192759126114275,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,La Rioja,23253,1.0,28381,1.0,35609,0.94408505222970462,30513,0.64016868076535749,7579,0.14314314314314314,7382,0.135025882094712,1506,0.071138403401039205,10,0.001590836780146357,134233,270788,0.49571251310988668,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Madrid,369438,1.0,501033,0.95238756009055636,636355,0.90478343520686799,655855,0.67420483293807565,154669,0.13265252737846825,171574,0.12730251393787942,32840,0.068457170492541422,464,0.0034152552976939666,2522228,5695623,0.44283619193194496,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Murcia,72991,1.0,99571,0.96765760600200201,128793,0.87668556725592028,158111,0.74141407510222457,32770,0.12893605133834599,31672,0.10660096665185724,7596,0.064011056148718687,143,0.004119612814012445,531647,1237479,0.42962102791239287,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Navarra,42314,1.0,55443,0.99374462288500143,68228,0.92394778181030279,77104,0.79740211388503945,16866,0.15616377474491214,15420,0.13405664806217724,3735,0.077002370889599006,11,0.00079102545663742275,279121,552935,0.5047989365838661,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,País Vasco,161684,1.0,209438,0.98290321520923973,264208,0.94319914036534469,216773,0.63761077955273449,45152,0.12468347264678999,46516,0.12824358451240089,12002,0.085531238642275326,45,0.0010759372609028309,955818,1898123,0.50355956911116928,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Ceuta,2343,0.89942418426103643,3731,0.8640574339972209,6730,0.85656102838233428,9030,0.78141225337487019,6811,0.53875968992248058,2007,0.11518595041322315,546,0.072022160664819951,8,0.0036781609195402297,31206,66158,0.47168898697058559,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Melilla,1920,0.81736909323116225,3120,0.8324439701173959,6147,0.78535837485626681,8037,0.71130188512257719,7462,0.62172971171471425,2005,0.11081633781020284,315,0.036902530459231489,7,0.0030120481927710845,29013,66178,0.43840853455831241,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Fuerzas Armadas,29,-,13,-,3284,-,8384,-,17740,-,34159,-,8097,-,13,-,71719,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Total España,2905898,1.0,3864217,0.97580128508640684,4820002,0.90313184257931345,4906872,0.69766223736035371,1222759,0.15494168140676762,1085544,0.12315608047580452,229872,0.069441461330230284,2971,0.0031305022185366613,19038135,40129822,0.4744136418048403,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
