date_pub,ccaa,Personas pauta completa >=80 años,Población INE>=80 años,%,Personas pauta completa 70-79 años,Población INE70-79 años,%.1,Personas pauta completa 60-69 años,Población INE60-69 años,%.2,Personas pauta completa 50-59 años,Población INE50-59 años,%.3,Personas pauta completa 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
18/5/21,Andalucía,416358,413516,1.0,513032,650381,0.7888176315113756,62957,916147,0.06871932124429814,85944,1265021,0.0679387931109444,156291,3009381,0.05193460050422329,14976,625846,0.02392920942212621,315,181921,0.0017315208249734774,1249873,7062213,0.17698036012224497,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Aragón,97389,98807,0.9856487900654812,87407,118955,0.734790466983313,18382,156367,0.11755677348801218,15287,198266,0.07710348723432157,23085,446083,0.05175045899529908,1568,89180,0.017582417582417582,31,25106,0.001234764598104039,243149,1132764,0.21465106588839333,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Asturias ,85400,87826,0.9723772003734658,80454,109249,0.7364277933894132,13801,149652,0.09222061850159036,19175,162645,0.11789480156168342,30736,322095,0.0954252627330446,3332,54179,0.06149984311264512,35,15563,0.002248923729358093,232933,901209,0.2584672367896903,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Baleares,48084,49542,0.9705704250938597,53729,80516,0.6673083610710915,6088,117231,0.05193165630251384,8574,165797,0.05171384283189684,19001,464054,0.04094566580613463,1386,85839,0.016146506832558628,32,23300,0.0013733905579399143,136894,986279,0.13879845358159304,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Canarias,83803,90236,0.928709162640188,105857,154531,0.6850211284467195,18077,235092,0.07689330134585609,22475,350512,0.06412048660245584,38484,832411,0.04623196954389118,2793,163899,0.017040982556330422,47,44352,0.0010597041847041847,271536,1871033,0.145126248441369,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Cantabria,40963,41042,0.9980751425369134,37999,53066,0.7160705536501715,4674,77345,0.06043053849634753,6404,89964,0.07118402916722244,12119,194241,0.062391565117560145,710,34935,0.0203234578502934,5,10791,0.0004633490872022982,102874,501384,0.2051800615895202,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Castilla y Leon,222624,223657,0.9953813205041648,180549,245410,0.7357035165641171,41852,318575,0.13137251824531115,32610,381175,0.08555125598478389,45178,738950,0.06113810136003789,2948,144422,0.02041240254254892,97,40684,0.0023842296725985644,525858,2092873,0.25126130443653294,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Castilla - La Mancha,132481,135194,0.9799325413849727,108864,159101,0.684244599342556,16421,218444,0.07517258427789274,28212,307478,0.09175290589895863,37740,707865,0.053315250789345424,4104,149518,0.027448200216696316,93,42364,0.002195260126522519,327915,1719964,0.1906522462098044,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Cataluña,435123,447196,0.9730028891134983,349660,635292,0.5503925753826587,67885,837584,0.08104858736556572,81631,1091780,0.07476872630017037,147431,2803626,0.05258582992168,19842,556316,0.03566677931247708,323,159864,0.0020204673972876947,1101895,6531658,0.16870065762781825,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,C. Valenciana,283003,276531,1.0,286008,437862,0.6531921016210587,29394,580728,0.050615778815555644,42000,752334,0.05582626865195511,71938,1765967,0.040735755537900764,5923,352834,0.016786930964702948,119,103049,0.0011547904394996556,718385,4269305,0.16826743462928978,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Extremadura,75820,76005,0.9975659496085784,75029,91876,0.8166332883451609,11897,125297,0.09495039785469724,14507,169216,0.08573066376701967,21020,351778,0.05975359459659217,1012,76088,0.013300389023236252,52,20953,0.0024817448575383,199337,911213,0.2187600484189756,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Galicia,234293,234302,0.9999615880359536,216303,289762,0.7464850463483824,20992,346927,0.06050840666768513,27634,405889,0.06808265313915873,43288,889004,0.048692694296088655,1853,152745,0.01213132999443517,30,44014,0.0006816013086745127,544393,2362643,0.23041695254001557,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,La Rioja,22764,22207,1.0,21542,28125,0.7659377777777778,4086,37718,0.10833024020361631,4373,47664,0.09174639140651225,5006,107618,0.04651638201787805,419,21170,0.019792158715162968,9,6286,0.0014317531021317213,58199,270788,0.2149245904545253,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Madrid,355876,364122,0.9773537440747881,318653,526081,0.6057109076358964,60520,703323,0.08604865758691241,57161,972783,0.05876027849993267,119953,2513737,0.047718993673562506,15101,479716,0.03147904176637844,203,135861,0.0014941741927411104,927467,5695623,0.16283855163868816,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Murcia,69830,69771,1.0,66630,102899,0.6475281586798706,8758,146909,0.059615135900455384,17502,213256,0.08207037551112278,28307,551265,0.05134916963710738,2601,118667,0.021918477757084952,111,34712,0.0031977414150725974,193739,1237479,0.15655942444275822,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Navarra,40706,41166,0.9888257299713356,39562,55792,0.7090980785775739,6669,73844,0.09031200910026542,9323,96694,0.0964175646886053,12973,223028,0.05816758433918611,965,48505,0.019894856200391713,5,13906,0.00035955702574428305,110203,552935,0.1993055241574507,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,País Vasco,155770,157950,0.9861981639759417,110279,213081,0.5175449711612016,16825,280119,0.06006375861687354,25437,339977,0.07481976721954721,41040,724849,0.05661868885795524,3852,140323,0.027450952445429472,13,41824,0.00031082631981637336,353216,1898123,0.18608699225498032,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Ceuta,2243,2605,0.8610364683301344,3395,4318,0.786243631310792,1011,7857,0.12867506681939672,684,11556,0.059190031152647975,994,30066,0.03306060001330406,82,7581,0.010816514971639626,3,2175,0.001379310344827586,8412,66158,0.12715015568789867,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Melilla,1751,2349,0.7454235845040442,2718,3748,0.7251867662753468,1427,7827,0.1823176185000639,635,11299,0.056199663687051954,957,30095,0.03179930220966938,84,8536,0.009840674789128397,6,2324,0.0025817555938037868,7578,66178,0.11450935356160657,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
18/5/21,Fuerzas Armadas,3,-,-,4,-,-,625,-,-,1649,-,-,6770,-,-,519,-,-,0,-,-,9570,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods
