date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
15/3/21,Andalucía,820260,73300,303300,1196860,1098755,0.9180313486957539,356888,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Aragón,147735,12600,47600,207935,180393,0.8675451463197634,58473,13/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Asturias,144815,12700,36600,194115,163493,0.8422481518687376,56507,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Baleares,76410,6500,41900,124810,108484,0.8691931736239084,31152,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Canarias,167280,14300,78000,259580,215260,0.8292626550581709,63662,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Cantabria,70935,5900,20800,97635,77788,0.7967224868131305,25052,12/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Castilla y Leon,324975,27300,85800,438075,370986,0.8468549905838041,121726,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Castilla La Mancha,215145,18600,73300,307045,236652,0.7707404452116139,79440,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Cataluña,735380,63400,278900,1077680,887751,0.8237612278227303,242309,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,C. Valenciana,395650,31700,181300,608650,480454,0.789376488950957,153418,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Extremadura,129365,10900,38100,178365,148614,0.833201581027668,52819,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Galicia,268045,19900,96900,384845,338334,0.879143551299874,89140,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,La Rioja,36335,2700,11400,50435,45403,0.9002280162585506,13182,13/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Madrid,598965,51300,243100,893365,779306,0.8723265406636705,195455,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Murcia,148145,13400,54100,215645,177134,0.8214148252915672,57603,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Navarra,69765,5900,23600,99265,84981,0.8561023522893265,27530,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,País Vasco,208080,16000,79600,303680,234455,0.7720462328767124,64502,14/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Ceuta,5490,600,3100,9190,9278,1.009575625680087,2533,12/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Melilla,4320,600,3100,8020,7374,0.9194513715710724,2283,12/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
15/3/21,Totales,4567095,387600,1700500,6655195,5644895,0.8481937794459816,1693674,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210315.ods
