date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
25/1/21,Andalucía,244620,6800,251420,226309,0.9001232996579429,25516,24/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Aragón,41265,1200,42465,42539,1.0017426115624632,2222,24/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Asturias,44195,1200,45395,43926,0.9676396078863311,9030,22/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Baleares,22590,600,23190,22083,0.9522639068564036,2713,23/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Canarias,46185,1300,47485,50110,1.0552806149310308,3993,24/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Cantabria,20625,500,21125,20463,0.9686627218934911,241,23/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Castilla y Leon,93315,2500,95815,94057,0.9816521421489328,9593,24/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Castilla La Mancha,61875,1700,63575,61388,0.965599685410932,2008,24/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Cataluña,211220,5800,217020,184778,0.8514330476453783,7472,24/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,C. Valenciana,109000,2900,111900,104449,0.933413762287757,4532,23/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Extremadura,39275,1000,40275,33125,0.8224705152079453,638,23/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Galicia,66805,1800,68605,66873,0.9747540266744407,8602,23/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,La Rioja,11765,200,11965,9166,0.7660676974508984,317,22/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Madrid,171915,4700,176615,165514,0.9371457690456643,2634,24/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Murcia,45185,1200,46385,46444,1.0012719629190472,4447,24/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Navarra,20625,500,21125,17053,0.8072426035502959,809,22/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,País Vasco,55980,1400,57380,46124,0.8038340885325898,3355,23/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Ceuta,1980,200,2180,1692,0.7761467889908257,373,21/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Melilla,1980,200,2180,1500,0.6880733944954128,203,20/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
25/1/21,Totales,1310400,35700,1346100,1237593,0.9193915756630265,88698,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods
