date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
4/2/21,Andalucía,400230,16600,416830,345648,0.8292301417844206,117953,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Aragón,68175,2900,71075,65979,0.9283010903974674,19535,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Asturias,69935,2900,72835,65301,0.8965607194343379,25710,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Baleares,35460,1500,36960,29366,0.794534632034632,7929,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Canarias,79530,3200,82730,75334,0.9106007494258431,20260,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Cantabria,33495,1300,34795,27989,0.804397183503377,7122,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Castilla y Leon,149475,6200,155675,138856,0.8919608158021519,45682,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Castilla La Mancha,101655,4200,105855,97353,0.9196825846677058,27691,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Cataluña,345770,14300,360070,285829,0.7938150915099842,91724,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,C. Valenciana,175690,7000,182690,172754,0.9456127866878319,67840,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Extremadura,62675,2500,65175,56839,0.8720981971614883,16996,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Galicia,108925,4500,113425,96650,0.8521049151421645,37572,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,La Rioja,17615,600,18215,15374,0.8440296458962394,5433,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Madrid,280725,11600,292325,226074,0.773365261267425,49470,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Murcia,73265,3000,76265,66361,0.870137022225136,16462,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Navarra,33495,1300,34795,29954,0.8608708147722374,8008,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,País Vasco,91080,3600,94680,65194,0.6885720321081538,18773,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Ceuta,1980,200,2180,2104,0.9651376146788991,895,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Melilla,1980,200,2180,2383,1.093119266055046,1067,3/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
4/2/21,Totales,2131155,87600,2218755,1865342,0.8407156265563345,586122,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
