date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
6/10/21,Andalucía,9434970,2019500,1528900,333500,13316870,12750090,0.9574389477407229,6795884,6610183,43234,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Aragón,1531845,275200,265100,64700,2136845,1986140,0.9294731250979832,1060814,1037390,13627,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Asturias,1224725,162000,220900,43000,1650625,1663594,1.0078570238546005,871826,860664,4884,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Baleares,1272150,305100,256400,57600,1891250,1584533,0.8378231328486451,848373,829278,0,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Canarias,2358690,574700,455800,133650,3522840,3122436,0.8863405661341418,1664390,1617819,9127,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Cantabria,727305,114900,125200,24950,992355,911769,0.9187931738138065,479900,471213,4230,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Castilla y Leon,2916525,412400,481200,102200,3912325,3742505,0.9565935856555884,1992915,1949127,26007,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Castilla La Mancha,2330505,446800,394900,95075,3267280,2996925,0.9172538013270978,1609422,1542918,11051,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Cataluña,8368460,1604900,1514300,375750,11863410,11006902,0.9278025458110274,5909902,5739854,49208,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7597050,0.939236252772441,4054265,3970857,25942,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Extremadura,1226825,218200,186000,51750,1682775,1695666,1.007660560681018,893888,877380,13023,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Galicia,3155029,507400,573400,122700,4358529,4388532,1.0068837444926946,2302375,2272600,22619,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,La Rioja,374465,67600,53300,15200,510565,475262,0.93085503314955,257668,251940,879,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Madrid,7637679,1645800,1220900,321450,10825829,9753797,0.9009746043466972,5293691,5148102,25851,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Murcia,1687865,398000,253010,68300,2407175,2204242,0.915696615327095,1181686,1144096,2660,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Navarra,734325,151500,136600,23750,1046175,972551,0.9296255406600235,523810,512955,3000,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,País Vasco,2597220,526100,444200,101300,3668820,3342910,0.9111676233775438,1799240,1763280,9791,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Ceuta,95580,22400,18100,4150,140230,112504,0.8022819653426514,61715,58282,408,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Melilla,96750,23500,15100,5750,141100,100702,0.7136924167257265,56593,53861,0,4/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Fuerzas Armadas,48138,58300,103800,2000,212238,172621,0.8133369142189428,92590,86539,0,5/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Sanidad Exterior,0,4810,0,4035,8845,6303,0.7126059920859242,4735,4429,0,4/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
6/10/21,Totales,53616591,10752760,9111010,2164260,75644621,70587034,0.9331401633964165,37755682,36802767,265541,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211006.ods
