date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
17/1/22,Andalucía,10796850,534000,2819500,1537200,333500,16021050,15404638.0,0.9615248688444266,7228018,6876379,2454506,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Aragón,1731861,72000,408490,254710,59180,2526241,2448956.0,0.9694071151564716,1133180,1070520,500036,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Asturias,1477445,42000,491040,220900,43000,2274385,2153343.5,0.9467805582608045,916921,871122,594404,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Baleares,1318884,72000,467070,225400,56420,2139774,1905249.0,0.8903973036404779,915871,874229,319137,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Canarias,2580990,114000,674700,455800,133650,3959140,3829778.0,0.9673257323560167,1786855,1670973,708003,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Cantabria,868875,30000,155400,120490,22145,1196910,1161420.5,0.9703490655103558,513800,486392,262627,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Castilla y Leon,3987903,114000,611570,466170,95310,5274953,4944068.5,0.9372725216698613,2122781,2001401,1146142,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Castilla La Mancha,2608965,126000,841270,382100,93735,4052070,3674291.5,0.9067690094198767,1726410,1593839,767367,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Cataluña,8573438,480000,3208880,1485670,355800,14103788,13351726.0,0.9466765949686708,6405682,6052839,2832650,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,C. Valenciana,6538150,402000,2043650,863900,213125,10060825,9250057.5,0.9194134178857102,4304325,4083845,1873799,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Extremadura,1479443,60000,271770,182600,40185,2033998,2101377.0,1.0,942813,894011,436027,15/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Galicia,3964669,132000,834980,571870,122515,5626034,5721593.5,1.0,2459428,2316400,1573212,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,La Rioja,434135,18000,91600,53240,15200,612175,594194.5,0.9706284967533794,278329,260704,120995,15/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Madrid,8392335,312000,2120800,1222100,321450,12368685,12146564.5,0.9820417045142632,5695507,5355554,2456426,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Murcia,1687865,102000,623000,253010,68300,2734175,2613256.0,0.9557749595398978,1283950,1194555,474457,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Navarra,845067,42000,224760,135150,23710,1270687,1220339.0,0.9603773391873844,560300,531147,262786,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,País Vasco,2942370,126000,742900,444200,101300,4356770,4146235.5,0.9516764713308253,1928809,1819071,922254,16/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Ceuta,98934,12000,28110,18100,3935,161079,136042.0,0.8445669516200125,66817,61445,22059,15/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Melilla,97920,12000,23500,15100,5750,154270,130237.5,0.8442179296039412,64020,58927,21578,14/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Fuerzas Armadas,48138,0,58300,103800,2000,212238,208903.5,0.9842888643880926,95372,92276,44667,14/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Sanidad Exterior,0,0,6480,0,4685,11165,11017.0,0.986744290192566,7891,7430,816,13/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
17/1/22,Totales,60474237,2802000,16747770,9011510,2114895,91150412,87153288.5,0.9561480479100851,40437079,38173059,17793948,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220117.ods
