date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
16/8/21,Andalucía,7603920,1305500,1805800,525450,11240670,11077111,0.9854493548872086,6267416,5116571,15/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210816.ods
16/8/21,Aragón,1267425,179500,285700,64700,1797325,1768119,0.9837502955781509,980325,885056,14/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210816.ods
16/8/21,Asturias,1050395,143200,235900,49700,1479195,1484870,1.003836546229537,815361,718148,12/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210816.ods
16/8/21,Baleares,1027620,222200,256400,62400,1568620,1421257,0.906055641264296,798548,703192,15/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210816.ods
16/8/21,Canarias,1890690,370400,503700,133650,2898440,2720186,0.9385000207007907,1562869,1297911,12/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210816.ods
16/8/21,Cantabria,558825,78400,130200,24950,792375,762153,0.9618589682915286,419960,371761,15/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210816.ods
16/8/21,Castilla y Leon,2461395,344800,514400,112850,3433445,3291387,0.9586252291794393,1843455,1619483,12/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210816.ods
16/8/21,Castilla La Mancha,1901115,282900,460900,101375,2746290,2649358,0.9647043830039799,1500113,1294688,15/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210816.ods
16/8/21,Cataluña,7104860,1128200,1698100,439500,10370660,9682820,0.9336744238071637,5470008,4742781,15/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210816.ods
16/8/21,C. Valenciana,4600630,731500,906800,307250,6546180,6358785,0.9713733811169262,3666095,3057838,15/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210816.ods
16/8/21,Extremadura,1017395,141700,228000,51750,1438845,1472635,1.0234841139942106,818999,727110,15/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210816.ods
16/8/21,Galicia,2689945,368300,595400,131800,3785445,3776382,0.9976058296976974,2094398,1850964,15/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210816.ods
16/8/21,La Rioja,307775,43100,61400,15200,427475,406631,0.9512392537575297,232824,202413,13/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210816.ods
