date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
2/8/21,Andalucía,6728760,1102600,1805800,476000,10113160,10166500,1.0052743158419326,5747017,4699417,1/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210802.ods
2/8/21,Aragón,1166805,159500,285700,56900,1668905,1641266,0.9834388416356833,931508,800853,31/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210802.ods
2/8/21,Asturias,976685,133000,235900,43750,1389335,1412150,1.0164215254060396,776766,684560,1/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210802.ods
2/8/21,Baleares,912960,181400,256400,55550,1406310,1334500,0.9489372897867469,759117,649995,1/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210802.ods
2/8/21,Canarias,1689450,300900,503700,120900,2614950,2541466,0.9718985066636073,1472994,1201699,1/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210802.ods
2/8/21,Cantabria,514365,71100,130200,24950,740615,709797,0.958388636471041,393239,337445,1/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210802.ods
2/8/21,Castilla y Leon,2288235,320600,514400,102850,3226085,3067171,0.9507409135221173,1722198,1491966,1/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210802.ods
2/8/21,Castilla La Mancha,1717425,253800,460900,89425,2521550,2453491,0.973009061886538,1389387,1138087,1/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210802.ods
2/8/21,Cataluña,6336170,967400,1698100,394000,9395670,9047315,0.9629238787654313,5063727,4463604,1/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210802.ods
2/8/21,C. Valenciana,4048390,622400,1009800,307250,5987840,5740113,0.9586283200619923,3274054,2668721,1/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210802.ods
