date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
28/10/21,Andalucía,9434970,2019500,1528900,333500,13316870,13047168,0.9797473430318085,6843321,6736604,217557,27/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211028.ods
28/10/21,Aragón,1531845,275200,265100,64700,2136845,2008209,0.9398009682499199,1066438,1047297,21974,27/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211028.ods
28/10/21,Asturias,1224725,162000,220900,43000,1650625,1691202,1.0245828095418401,873593,864778,27077,27/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211028.ods
28/10/21,Baleares,1272150,305100,256400,57600,1891250,1609341,0.850940383344349,857354,840344,6843,27/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211028.ods
28/10/21,Canarias,2358690,574700,455800,133650,3522840,3160130,0.8970404559957307,1678750,1638583,15025,27/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211028.ods
28/10/21,Cantabria,727305,114900,125200,22200,989605,924246,0.9339544565761086,482238,476537,10038,27/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211028.ods
28/10/21,Castilla y Leon,2916525,412400,481200,102200,3912325,3795874,0.9702348347849424,2000967,1961085,62850,27/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211028.ods
28/10/21,Castilla La Mancha,2330505,446800,394900,95075,3267280,3032445,0.9281252295487378,1618350,1557966,26355,27/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211028.ods
28/10/21,Cataluña,8368460,1604900,1514300,375750,11863410,11198984,0.9439936746685818,5970002,5840382,106657,27/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211028.ods
28/10/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7683247,0.9498929349425236,4073308,4007821,60546,27/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211028.ods
