date_pub,ccaa,Personas con al menos 1 dosis >=80 años,%,Personas con al menos 1 dosis 70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,%.3,Personas con al menos 1 dosis 40-49 años,%.4.1,Personas con al menos 1 dosis 25-39 años,%.4.2,18-24 años,%.5,16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
8/6/21,Andalucía,430250,1.0,640982,0.98554847081941199,839807,0.91667276103070794,1027755,0.81244105829073199,307691,0.22214128223380891,195106,0.12011941386483872,41128,0.065715847029460928,581,0.0031936939660621917,3483300,7062213,0.4932306629664101,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210608.ods
8/6/21,Aragón,100498,1.0,117362,0.98660838132066753,147173,0.94120242762219652,158325,0.79854841475593397,50626,0.23553221086520612,34360,0.14865449511118803,7732,0.086701054047992818,72,0.0028678403568868,616148,1132764,0.54393324646616592,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210608.ods
8/6/21,Asturias,88223,1.0,112871,1.0,139479,0.93202229171678297,133544,0.82107657782286581,34399,0.205990670267616,20936,0.13498214078477389,4713,0.086989423946547559,54,0.0034697680395810574,534219,901209,0.59278036504295895,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210608.ods
8/6/21,Baleares,50529,1.0,76750,0.9532266878632818,97612,0.83264665489503631,123598,0.74547790370151445,62148,0.30143763459635642,27542,0.10680078485508876,4630,0.053938186605156167,45,0.0019313304721030042,442854,986279,0.44901493390815378,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210608.ods
8/6/21,Canarias,90913,1.0,146210,0.9461531990344979,204528,0.86999132254606704,247741,0.70679748482220295,110538,0.28494756704921581,50659,0.11397183719658843,8496,0.051836801932897698,97,0.002187049062049062,859182,1871033,0.4592019488699558,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210608.ods
8/6/21,Cantabria,42063,1.0,55396,1.0,72119,0.93243260714978349,64528,0.7172646836512383,18958,0.19390604383802637,12761,0.13227672277966665,1864,0.053356233004150565,13,0.0012047076267259753,267702,501384,0.5339260925757503,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210608.ods
8/6/21,Castilla y Leon,228125,1.0,247816,1.0,304473,0.9557341285411598,248016,0.6506617695284318,54685,0.15052091218122515,48557,0.12926300097166207,9544,0.066084114608577646,126,0.0030970406056434964,1141342,2092873,0.54534699429922406,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210608.ods
8/6/21,Castilla - La Mancha,136991,1.0,156507,0.98369589128918111,206037,0.9432028345937632,251114,0.81668932411424555,84151,0.25453638027253067,41247,0.10933308593542915,8133,0.054394788587327277,115,0.0027145689736568783,884295,1719964,0.51413576098104374,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210608.ods
8/6/21,Cataluña,453879,1.0,606022,0.95392669827417942,713206,0.85150384916617317,821060,0.75203795636483539,245532,0.18646749015572373,182977,0.12306178545415171,50677,0.091093910655095311,966,0.006042636240804684,3074319,6531658,0.47067972634207117,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210608.ods
8/6/21,C. Valenciana,293904,1.0,426574,0.97422018809579269,524628,0.90339711534487743,531218,0.70609330430367367,114232,0.13413998318435674,108874,0.11906878876264657,21882,0.062017832748544645,201,0.001950528389406981,2021513,4269305,0.47349931663350359,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210608.ods
