date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
24/2/22,Andalucía,11421630,966000,3319500,1537200,333500,17577830,16798329.5,0.9556543384479199,7446484,7040720,3946323,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Aragón,1853541,138000,477490,254710,59180,2782921,2597049.0,0.9332097461623956,1144940,1094152,668410,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Asturias,1575725,102000,516040,220900,43000,2457665,2248153.0,0.914751603656316,924421,885904,705674,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Baleares,1318884,114000,542970,225400,56520,2257774,1996624.5,0.8843331972110583,925447,888000,446997,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Canarias,2812650,204000,824700,455800,133650,4430800,4049781.5,0.9140068384941771,1811347,1705237,934842,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Cantabria,920355,54000,175400,120490,22145,1292390,1238061.5,0.9579627666571237,517571,497155,344889,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Castilla y Leon,4086183,258000,753070,466170,95315,5658738,5215889.5,0.9217407662273814,2140016,2046517,1465974,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Castilla La Mancha,2763405,234000,840660,380370,92350,4310785,3861667.0,0.8958152633453071,1750249,1636067,999969,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Cataluña,8673200,690000,3508880,1485670,355800,14713550,13872774.5,0.9428570603287446,6468261,6169766,3542973,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,C. Valenciana,6731200,546000,2144540,863900,213125,10498765,9882416.5,0.9412932378236869,4405776,4169182,2800300,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Extremadura,1645583,144000,307170,182600,40185,2319538,2262636.0,0.9754683906881456,961659,911514,609631,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Galicia,4138999,276000,969980,571870,122525,6079374,5999381.0,0.9868419018142328,2467159,2355780,1909866,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,La Rioja,458705,42000,109600,53240,15200,678745,625057.0,0.9209010747777148,282349,266249,160315,22/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Madrid,8963295,756000,2170800,1222100,321450,13433645,12869364.0,0.9579949447822985,5754023,5427187,3181817,20/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Murcia,1767425,186000,623000,253010,68300,2897735,2747514.0,0.9481591656932052,1293643,1213199,661108,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Navarra,873147,72000,274760,135150,23710,1378767,1283895.0,0.9311906942942498,565767,543806,335097,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,País Vasco,3081600,228000,817900,444200,101305,4673005,4327499.0,0.926063421716861,1939667,1857761,1137164,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Ceuta,102444,12000,29210,18100,3935,165689,145596.0,0.8787306338984483,66945,62659,32321,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Melilla,101430,12000,23500,15100,5750,157780,136294.0,0.8638230447458487,65143,60479,26082,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Fuerzas Armadas,48426,0,58300,103800,2000,212526,201548.5,0.9483474963063343,95080,91028,42495,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
24/2/22,Sanidad Exterior,0,0,7570,0,4705,12275,12277.0,1.0,8054,7543,2942,23/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220224.ods
