date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
18/10/21,Andalucía,9434970,2019500,1528900,333500,13316870,12809353,0.9618891676497555,6816142,6666861,48182,17/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,Aragón,1531845,275200,265100,64700,2136845,1997389,0.9347374283113656,1064065,1043716,16348,15/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,Asturias,1224725,162000,220900,43000,1650625,1672961,1.0135318439984855,872960,863437,10645,16/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,Baleares,1272150,305100,256400,57600,1891250,1599036,0.8454916060806345,853205,835294,4771,17/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,Canarias,2358690,574700,455800,133650,3522840,3136793,0.8904159712050504,1669101,1626391,11806,17/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,Cantabria,727305,114900,125200,22200,989605,918197,0.9278419167243496,481238,474532,6790,16/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,Castilla y Leon,2916525,412400,481200,102200,3912325,3789593,0.9686293955640188,1997532,1957559,62850,17/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,Castilla La Mancha,2330505,446800,394900,95075,3267280,3018178,0.9237586004260424,1614679,1551613,20097,17/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,Cataluña,8368460,1604900,1514300,375750,11863410,11101066,0.9357398926615534,5943762,5804400,61844,17/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7638173,0.9443203594220959,4065184,3994031,35202,16/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,Extremadura,1226825,218200,186000,51750,1682775,1703910,1.0125596113562418,895976,880961,16775,17/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,Galicia,3155029,507400,573400,122700,4358529,4401287,1.009810190548233,2305995,2281355,24016,16/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,La Rioja,374465,67600,53300,15200,510565,479582,0.9393162476863867,258930,253326,2779,15/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,Madrid,7637679,1645800,1220900,321450,10825829,9832598,0.9082535850141361,5316707,5192127,44023,17/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,Murcia,1687865,398000,253010,68300,2407175,2215869,0.9205267585447672,1185833,1150417,4876,15/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
18/10/21,Navarra,734325,151500,136600,23750,1046175,980194,0.936931201758788,526552,519348,3132,17/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211018.ods
