date_pub,ccaa,Personas pauta completa ≥80 años,Población INE≥80 años,%,Personas pauta completa 70-79 años,Población INE70-79 años,%.1,Personas pauta completa 60-69 años,Población INE60-69 años,%.2,Personas pauta completa 50-59 años,Población INE50-59 años,%.3,Personas pauta completa 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
3/4/21,Andalucía,253088,413516,0.6120391955813076,13474,650381,0.02071708736878845,42015,916147,0.0458605442139744,70837,1265021,0.05599669886903063,130605,3009381,0.043399290418860224,11808,625846,0.018867261275137975,83,181921,0.0004562419951517417,521910,7062213,0.07390176422036548,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Aragón,47289,98807,0.4785996943536389,3171,118955,0.026657139254339875,9378,156367,0.059974291250711464,13951,198266,0.07036506511454309,21543,446083,0.048293703189765134,1435,89180,0.01609105180533752,25,25106,0.0009957779016968055,96792,1132764,0.08544763075097725,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Asturias ,41397,87826,0.4713524468836108,3593,109249,0.032888172889454365,9868,149652,0.06593964664688745,13538,162645,0.08323649666451474,20911,322095,0.06492183982986385,2323,54179,0.04287639122169106,25,15563,0.0016063740923986378,91655,901209,0.10170226884107904,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Baleares,15955,49542,0.32204997779661704,2112,80516,0.026230811267325748,4915,117231,0.041925770487328436,7585,165797,0.04574871680428476,17405,464054,0.037506410891835866,1232,85839,0.014352450517829891,30,23300,0.0012875536480686696,49234,986279,0.04991893774479635,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Canarias,33574,90236,0.3720687973757702,12727,154531,0.08235887944813662,9121,235092,0.038797577118745,16903,350512,0.048223741269913724,34218,832411,0.041107097335330745,2359,163899,0.014393010329532212,19,44352,0.0004283910533910534,108921,1871033,0.05821436607478329,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Cantabria,22902,41042,0.5580137420203694,1667,53066,0.031413711227527986,3712,77345,0.047992759712974335,5528,89964,0.061446800942599265,10407,194241,0.053577771943101614,595,34935,0.0170316301703163,3,10791,0.00027800945232137893,44814,501384,0.08938059451438418,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Castilla y Leon,105622,223657,0.47224991840183855,9128,245410,0.03719489833340125,19863,318575,0.06234952522953779,29716,381175,0.07795894274283466,41318,738950,0.055914473239055414,2583,144422,0.017885086759634957,82,40684,0.0020155343624029104,208312,2092873,0.09953398987898454,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Castilla - La Mancha,54167,135194,0.4006612719499386,5258,159101,0.033048189514836485,13149,218444,0.060193916976433316,21615,307478,0.07029771235665641,33374,707865,0.047147408050970174,3266,149518,0.0218435238566594,78,42364,0.001841185912567274,130907,1719964,0.07611031393680333,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Cataluña,152848,447196,0.34179196593887246,25780,635292,0.04057976489551261,46438,837584,0.05544279737912854,65673,1091780,0.06015222847093737,124909,2803626,0.044552661446284204,15671,556316,0.028169241941630296,190,159864,0.0011885102336986438,431509,6531658,0.06606423667620075,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,C. Valenciana,123821,276531,0.4477653499969262,9925,437862,0.022666958996213418,22873,580728,0.039386769709743634,33178,752334,0.04410009384129921,67278,1765967,0.038096974632028796,5102,352834,0.014460057704189505,88,103049,0.000853962677949325,262265,4269305,0.06143037332774304,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
