date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
20/10/21,Andalucía,9434970,2019500,1528900,333500,13316870,12809353,0.9618891676497555,6816142,6666861,48182,17/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Aragón,1531845,275200,265100,64700,2136845,1998233,0.9351324031457593,1064235,1044155,16648,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Asturias,1224725,162000,220900,43000,1650625,1674335,1.01436425596365,873002,863579,11836,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Baleares,1272150,305100,256400,57600,1891250,1600506,0.8462688697951091,853651,836118,5088,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Canarias,2358690,574700,455800,133650,3522840,3140255,0.8913987010480181,1670515,1628689,12210,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Cantabria,727305,114900,125200,22200,989605,919213,0.9288685889824728,481486,474939,7139,17/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Castilla y Leon,2916525,412400,481200,102200,3912325,3790181,0.968779689826382,1997738,1958015,62850,18/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Castilla La Mancha,2330505,446800,394900,95075,3267280,3020014,0.9243205357361475,1615399,1552693,20331,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Cataluña,8368460,1604900,1514300,375750,11863410,11115599,0.9369649198670534,5948832,5811473,64881,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7644082,0.9450508991733985,4066681,3997303,36816,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Extremadura,1226825,218200,186000,51750,1682775,1704673,1.0130130290739998,896190,881432,16968,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Galicia,3155029,507400,573400,122700,4358529,4404130,1.0104624748395616,2306520,2282915,24935,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,La Rioja,374465,67600,53300,15200,510565,480602,0.9413140344520287,259295,253799,3025,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Madrid,7637679,1645800,1220900,321450,10825829,9843115,0.9092250579609192,5319870,5197098,47303,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Murcia,1687865,398000,253010,68300,2407175,2219542,0.9220526135407687,1186918,1152698,5422,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Navarra,734325,151500,136600,23750,1046175,980724,0.9374378091619471,526770,519722,3166,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,País Vasco,2597220,526100,444200,101300,3668820,3362193,0.916423536722979,1808031,1775617,13441,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Ceuta,95580,22400,18100,4150,140230,113883,0.8121158097411395,62314,59236,420,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Melilla,96750,23500,15100,5750,141100,101779,0.7213253012048193,57055,54531,202,18/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Fuerzas Armadas,48138,58300,103800,2000,212238,172990,0.815075528416212,92819,86735,0,14/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Sanidad Exterior,0,4910,0,4085,8995,6856,0.762201222901612,5149,4899,0,19/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
20/10/21,Totales,53616591,10752860,9111010,2161560,75642021,71102258,0.9399835839922892,37908612,37102507,400863,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211020.ods
