date_pub,ccaa,Personas pauta completa >=80 años,%,Personas pauta completa 70-79 años,%.1,Personas pauta completa 60-69 años,%.2,Personas pauta completa 50-59 años,%.3,Personas pauta completa 40-49 años,%.4.1,Personas pauta completa 25-39 años,%.4.2,18-24 años,%.5,16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
7/6/21,Andalucía,421013,1.0,620292,0.95373634838656107,198271,0.21641832588001708,305429,0.24144184167693658,145553,0.1050837692781966,139026,0.085593070597383317,21874,0.034951090204299463,425,0.0023361788908372316,1851883,7062213,0.26222417817191296,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Aragón,98372,0.99559747791148401,113667,0.95554621495523517,45360,0.29008678301687696,40662,0.20508811394792853,22149,0.10304592380305476,17628,0.07626546681664792,5092,0.057098004036779546,49,0.0019517246873257388,342979,1132764,0.30278063215285794,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Asturias,86673,0.98687176917996944,109194,0.99949656289760092,31964,0.21358885948734396,51650,0.31756279012573396,23127,0.13849083494517733,18787,0.12112674240177432,4353,0.080344783034016876,41,0.002634453511533766,325789,901209,0.36150215987634388,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Baleares,49382,0.99677041701990232,74009,0.91918376471757168,9237,0.078793151981984291,36052,0.21744663654951538,15871,0.076979415245523153,16702,0.064766055792959576,2337,0.027225387061825045,38,0.0016309012875536481,203628,986279,0.20646084931342956,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Canarias,87501,0.96969058912185824,138234,0.89453895982035969,34740,0.14777193609310399,85706,0.24451659286985894,34425,0.08874160918117982,26001,0.058496648945863434,4278,0.026101440521296652,63,0.0014204545454545455,410948,1871033,0.21963695990396748,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Cantabria,41420,1.0,54197,1.0,18775,0.24274355161936778,11074,0.12309368191721133,8617,0.088136321328846565,6980,0.072352599718052912,819,0.023443537999141263,7,0.00064868872208321746,141889,501384,0.28299467075136026,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Castilla y Leon,224602,1.0,243413,0.99186259728617421,103555,0.32505689398100918,68228,0.1789939004394307,35819,0.098592092043874979,32990,0.087822279013430232,5869,0.040637852958690504,111,0.002728345295447842,714587,2092873,0.3414383003650962,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Castilla - La Mancha,134509,0.99493320709498945,153072,0.96210583214436118,48078,0.22009302155243449,77288,0.25136107298733568,27431,0.082972126858335479,20904,0.055410062026188832,4630,0.030966171297101351,102,0.002407704654895666,466014,1719964,0.27094404301485381,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Cataluña,443898,0.99262515764899506,580799,0.91422369556046668,84214,0.10054394544308391,292150,0.26759054021872536,138133,0.10490410137041439,131087,0.088162994637732528,32105,0.057710006543043882,479,0.0029962968523244756,1702865,6531658,0.26070945539402096,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,C. Valenciana,288104,1.0,407187,0.92994368088575852,165752,0.28542105770687826,105151,0.13976638035766029,39499,0.046382757859434375,41384,0.045259132154172398,6610,0.018734022231417607,150,0.001455618201049986,1053837,4269305,0.24684041079285737,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Extremadura,76446,1.0,90233,0.98211720144542647,49617,0.39599511560532175,37287,0.22035150340393345,13794,0.086486012012991081,13065,0.067946370992906333,1516,0.019924298181053516,65,0.0031021810719228751,282023,911213,0.30950282754965086,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Galicia,237188,1.0,280017,0.96636895107018861,108840,0.31372594234521961,111463,0.27461448819751211,31950,0.072085934556349998,28073,0.062974586289741868,3000,0.019640577432976529,41,0.00093152178852183392,800572,2362643,0.33884594498618709,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,La Rioja,22956,1.0,28000,0.99555555555555553,16108,0.42706400127260197,9705,0.20361278952668682,3410,0.064404026668177614,3012,0.055093193832196227,602,0.028436466698157772,10,0.001590836780146357,83803,270788,0.30947826343855711,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Madrid,362158,0.99460620341533879,476652,0.90604298577595466,151909,0.2159875334661315,269359,0.27689525824361649,94770,0.081279894611444026,104739,0.077713045142851211,21411,0.044632657655779673,331,0.0024363135852084115,1481329,5695623,0.26008199629785889,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Murcia,71518,1.0,92743,0.90130127600851317,37342,0.2541845632330218,47528,0.2228682897550362,27312,0.10746113622682044,25643,0.086308682364662007,5932,0.049988623627461717,123,0.0035434431896750403,308141,1237479,0.24900705385707556,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Navarra,41697,1.0,54641,0.97936980212216806,19586,0.2652348193488977,34607,0.35790224832978262,13669,0.12656247106535065,10519,0.091448889816215462,1870,0.038552726523038865,8,0.0005752912411908529,176597,552935,0.31938112074656155,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,País Vasco,158878,1.0058752769863881,205098,0.96253537387190791,74877,0.2673042528354021,99354,0.29223741606049819,33615,0.092825011805055049,33603,0.092642728746457279,6167,0.043948604291527402,31,0.00074120122417750569,611623,1898123,0.32222516665147621,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Ceuta,2295,0.88099808061420348,3594,0.83232978230662347,1684,0.21433116965763013,4145,0.35868812737971617,2129,0.16840689764277805,1492,0.085629017447199265,333,0.043925603482390184,7,0.0032183908045977012,15679,66158,0.23699325856283443,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Melilla,1817,0.77352064708386548,2860,0.76307363927427962,2390,0.30535326434138238,3503,0.31002743605628819,1733,0.1443926012331278,1601,0.088487260266401371,256,0.029990627928772259,6,0.0025817555938037868,14166,66178,0.21405905285744506,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Fuerzas Armadas,8,-,6,-,676,-,2106,-,4191,-,6749,-,781,-,0,-,14517,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Total España,2850435,1.0,3727908,0.94138021158850471,1202975,0.22540343931949605,1692447,0.24063321004375468,717197,0.090879485720317343,679985,0.077144995856768539,129835,0.03922153255642466,2087,0.0021990434635092604,11002869,40129822,0.27418185408347934,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
