date_pub,ccaa,Personas pauta completa >=80 años,Población INE>=80 años,%,Personas pauta completa 70-79 años,Población INE70-79 años,%.1,Personas pauta completa 60-69 años,Población INE60-69 años,%.2,Personas pauta completa 50-59 años,Población INE50-59 años,%.3,Personas pauta completa 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
20/4/21,Andalucía,309542,413516,0.7485611197632014,17710,650381,0.027230192763933757,43680,916147,0.0476779381474807,72852,1265021,0.057589557801807245,135690,3009381,0.04508900667612376,12578,625846,0.020097595894197615,121,181921,0.0006651238724501295,592173,7062213,0.08385091188838399,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Aragón,61469,98807,0.622111793698827,3417,118955,0.028725148165272583,9662,156367,0.06179053125019985,14234,198266,0.0717924404587776,21901,446083,0.04909624442088131,1468,89180,0.016461089930477686,26,25106,0.0010356090177646778,112177,1132764,0.09902945361964187,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Asturias ,61802,87826,0.7036868353335003,4041,109249,0.03698889692354163,10677,149652,0.07134552161013552,14199,162645,0.08730056257493314,21920,322095,0.06805445598348313,2442,54179,0.04507281418999982,28,15563,0.0017991389834864744,115109,901209,0.1277273085377532,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Baleares,29357,49542,0.5925679221670502,2299,80516,0.02855333101495355,5144,117231,0.04387917871552746,7811,165797,0.04711182952646912,18093,464054,0.03898899697018019,1314,85839,0.015307727256841297,31,23300,0.0013304721030042918,64049,986279,0.06494004232068208,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Canarias,43989,90236,0.48748836384591515,14577,154531,0.09433058739023238,9690,235092,0.04121790618140983,17407,350512,0.04966163783265623,34962,832411,0.042000886581268146,2439,163899,0.014881115809126353,23,44352,0.0005185786435786436,123087,1871033,0.06578558475451796,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Cantabria,28028,41042,0.6829101895619122,1737,53066,0.03273282327667433,3796,77345,0.04907880276682397,5648,89964,0.06278066782268463,10711,194241,0.0551428380208092,625,34935,0.0178903678259625,5,10791,0.0004633490872022982,50550,501384,0.10082092767220334,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Castilla y Leon,146896,223657,0.6567914261570172,10905,245410,0.044435842060225744,20493,318575,0.06432708153496038,30426,381175,0.0798216042500164,42724,738950,0.05781717301576561,2708,144422,0.018750605863372617,88,40684,0.002163012486481172,254240,2092873,0.12147894306056793,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Castilla - La Mancha,88539,135194,0.6549033241120168,6047,159101,0.0380073035367471,14079,218444,0.06445130101994104,22829,307478,0.07424596231275084,35394,707865,0.050001059524061794,3637,149518,0.02432483045519603,86,42364,0.0020300254933434047,170611,1719964,0.09919451802479587,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Cataluña,198737,447196,0.4444069267166969,31323,635292,0.04930488657184413,51981,837584,0.06206064108196909,69398,1091780,0.06356408800307754,129702,2803626,0.046262233265064595,16859,556316,0.030304718900768628,229,159864,0.0014324675974578393,498229,6531658,0.07627910095721485,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,C. Valenciana,169910,276531,0.6144338247791387,11009,437862,0.025142624845270883,24346,580728,0.04192324117314818,34550,752334,0.04592375195059641,69127,1765967,0.03914399306442306,5416,352834,0.01534999461503143,104,103049,0.001009228619394657,314462,4269305,0.07365648507192622,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Extremadura,55654,76005,0.7322412999144793,3356,91876,0.036527493578301186,7922,125297,0.06322577555727592,13132,169216,0.07760495461422087,19857,351778,0.05644753225045341,917,76088,0.0120518347176953,38,20953,0.0018135827805087577,100876,911213,0.11070518089623392,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Galicia,138765,234302,0.5922484656554361,4862,289762,0.016779287829321997,16854,346927,0.0485808253609549,23766,405889,0.058552954132780145,39111,889004,0.04399417775398086,1590,152745,0.01040950603947756,3,44014,6.816013086745126e-05,224951,2362643,0.09521159142536557,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,La Rioja,14896,22207,0.6707794839465033,704,28125,0.02503111111111111,2453,37718,0.06503526167877406,3406,47664,0.0714585431352803,4714,107618,0.0438030812689327,384,21170,0.018138875767595656,7,6286,0.0011135857461024498,26564,270788,0.09809888178205829,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Madrid,237535,364122,0.6523500365262193,9900,526081,0.018818394885958625,31679,703323,0.04504189398043289,52013,972783,0.0534682452304368,112143,2513737,0.04461206562182122,13900,479716,0.028975477157318078,62,135861,0.000456348768226349,457232,5695623,0.08027778523964806,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Murcia,49616,69771,0.7111263992203064,2803,102899,0.02724030359867443,7545,146909,0.05135832386034892,13918,213256,0.06526428330269723,27693,551265,0.05023536774509537,2526,118667,0.021286457060513873,97,34712,0.002794422678036414,104198,1237479,0.08420183291999299,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Navarra,29035,41166,0.7053150658310257,1820,55792,0.032621164324634355,4073,73844,0.05515681707383132,7596,96694,0.07855709764825118,12391,223028,0.05555804652330649,913,48505,0.01882280177301309,4,13906,0.00028764562059542645,55832,552935,0.100973893857325,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,País Vasco,93748,157950,0.5935295979740424,4013,213081,0.01883321366053285,13484,280119,0.04813668476611726,22772,339977,0.06698100165599438,36718,724849,0.050656067677543874,3290,140323,0.023445906943266606,6,41824,0.0001434583014537108,174031,1898123,0.0916858391158002,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Ceuta,1676,2605,0.6433781190019194,389,4318,0.09008800370541918,328,7857,0.04174621356751941,529,11556,0.04577708549671167,826,30066,0.027472892968801968,44,7581,0.005803983643318823,0,2175,0.0,3792,66158,0.05731733123734091,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Melilla,1438,2349,0.6121753937845892,1140,3748,0.304162219850587,351,7827,0.04484476811038712,539,11299,0.04770333657845827,837,30095,0.0278119288918425,58,8536,0.006794751640112465,6,2324,0.0025817555938037868,4369,66178,0.06601891867387953,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Fuerzas Armadas,1,-,-,4,-,-,535,-,-,1159,-,-,3740,-,-,148,-,-,0,-,-,5587,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Total España,1760633,2834024,0.6212484439087319,132056,3960045,0.03334709580320425,278772,5336986,0.05223397625551201,428184,7033306,0.060879478299394336,778254,16706113,0.046584983592532866,73256,3310299,0.022129723025019796,964,949049,0.001015753664984632,3452119,40129822,0.08602378051913612,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
