date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
26/1/21,Andalucía,244620,6800,251420,251172,0.9990136027364569,37978,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Aragón,41265,1200,42465,43531,1.0251030260214293,2945,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Asturias,44195,1200,45395,44087,0.9711862539927305,10694,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Baleares,22590,600,23190,22372,0.9647261750754635,2879,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Canarias,46185,1300,47485,52768,1.1112561861640518,5149,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Cantabria,20625,500,21125,20743,0.9819171597633136,300,23/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Castilla y Leon,93315,2500,95815,99536,1.0388352554401712,13245,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Castilla La Mancha,61875,1700,63575,64349,1.0121745969327567,3623,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Cataluña,211220,5800,217020,182713,0.841917795594876,9620,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,C. Valenciana,109000,2900,111900,105490,0.9427167113494191,5393,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Extremadura,39275,1000,40275,35441,0.8799751707014277,1721,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Galicia,66805,1800,68605,70384,1.025931054587858,12042,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,La Rioja,11765,200,11965,9387,0.7845382365231927,455,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Madrid,171915,4700,176615,169501,0.9597202955581349,4073,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Murcia,45185,1200,46385,48652,1.0488735582623694,5829,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Navarra,20625,500,21125,18703,0.8853491124260355,1757,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,País Vasco,55980,1400,57380,48927,0.8526838619728129,5159,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Ceuta,1980,200,2180,1829,0.8389908256880734,503,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Melilla,1980,200,2180,1631,0.748165137614679,332,25/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
26/1/21,Totales,1310400,35700,1346100,1291216,0.9592273976673352,123697,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods
