date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
15/2/21,Andalucía,475110,36300,34500,545910,457018,0.8371672986389698,190867,14/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Aragón,81045,6300,5400,92745,91343,0.9848832821176344,36979,13/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Asturias,83975,6300,4200,94475,80484,0.8519079121460704,33466,13/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Baleares,42480,3200,4800,50480,43862,0.8688985736925515,18653,13/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Canarias,93570,7000,8900,109470,104706,0.9564812277336256,43371,14/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Cantabria,39345,2900,2400,44645,42494,0.9518199126441931,18916,13/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Castilla y Leon,177555,13500,9800,200855,186398,0.9280227029449105,78271,14/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Castilla La Mancha,120375,9200,8300,137875,125951,0.9135158658204896,49378,14/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Cataluña,410120,31400,31800,473320,402742,0.8508873489394068,162003,14/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,C. Valenciana,207280,15700,20600,243580,219822,0.9024632564249938,94255,14/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Extremadura,74375,5400,4300,84075,78038,0.928195063931014,31116,14/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Galicia,128815,9800,11000,149615,134518,0.8990943421448384,55343,14/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,La Rioja,19955,1400,1300,22655,21095,0.9311410284705363,8449,13/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Madrid,333375,25400,27700,386475,338333,0.8754330810531082,152696,14/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Murcia,87305,6600,6200,100105,90378,0.9028320263723091,37453,14/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Navarra,39345,2900,2700,44945,40295,0.8965402158193347,15344,12/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,País Vasco,107460,7900,9100,124460,97787,0.7856901815844448,41483,14/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Ceuta,4320,400,400,5120,3522,0.687890625,964,14/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Melilla,3150,400,400,3950,2822,0.7144303797468354,1084,14/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
15/2/21,Totales,2528955,192000,193800,2914755,2561608,0.8788416179061362,1070091,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods
