date_pub,ccaa,Denominador Poblacional CCAA,Persona institucionalizada con al menos 1 dosis (2),Persona institucionalizada  Pauta Completa (2) ,% Con al menos 1 dosis sobre Denominador Poblacional CCAA,% Pautas Completas sobre Denominador Poblacional CCAA,source_name,source
27/4/21,Andalucía,41651,41555,39700,0.9976951333701471,0.9531583875537202,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Aragón,18400,18349,17511,0.9972282608695652,0.9516847826086956,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Asturias ,11948,11755,11168,0.9838466688985604,0.9347171074656846,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Baleares,5496,5425,5177,0.9870815138282387,0.9419577874818049,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Canarias,10721,10721,9643,1.0,0.8994496782016603,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Cantabria,7470,7139,6639,0.9556894243641232,0.8887550200803213,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Castilla y Leon ,46076,46076,44455,1.0,0.9648189947044015,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Castilla - La Mancha,25566,24742,23366,0.9677696941250098,0.9139482124696863,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Cataluña,77849,77134,64331,0.9908155531862965,0.8263561510102891,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,C. Valenciana,29893,29724,27610,0.9943465025256749,0.9236276051249457,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Extremadura,15226,14588,14119,0.9580979902797846,0.9272954157362406,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Galicia,23800,23324,22437,0.98,0.9427310924369748,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,La Rioja,3390,3380,3272,0.9970501474926253,0.9651917404129794,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Madrid,51179,50989,48558,0.9962875398112507,0.948787588659411,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Murcia ,11885,11280,10795,0.9490954985275557,0.9082877576777451,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Navarra,8343,8095,7932,0.9702744816013424,0.9507371449119022,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,País Vasco,23666,23666,20605,1.0,0.870658328403617,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Ceuta,198,195,189,0.9848484848484849,0.9545454545454546,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Melilla,325,319,297,0.9815384615384616,0.9138461538461539,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
27/4/21,Totales,413082,408456,377804,0.988801254956643,0.9145980701168291,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods
