date_pub,ccaa,Fecha de la ultima vacuna registrada,Dosis entregadas,Dosis administradas,% sobre entregadas,source_name,source
12/1/21,Andalucía,11/1/21,140295,94879,0.6762821198189529,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Aragón,11/1/21,23715,11983,0.505292009276829,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Asturias,12/1/21,23720,22428,0.945531197301855,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Baleares,11/1/21,12840,4835,0.3765576323987539,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Canarias,12/1/21,27660,15328,0.5541576283441794,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Cantabria,12/1/21,11850,9527,0.8039662447257384,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Castilla y Leon,11/1/21,51390,41340,0.804436660828955,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Castilla La Mancha,12/1/21,35550,23342,0.6565963431786217,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Cataluña,10/1/21,120545,82785,0.6867559832427724,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,C. Valenciana,12/1/21,61225,57223,0.9346345447121274,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Extremadura,11/1/21,21725,11346,0.5222554660529344,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Galicia,12/1/21,37555,33346,0.88792437757955,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,La Rioja,11/1/21,5915,3826,0.6468300929839391,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Madrid,12/1/21,98790,35949,0.3638931065897358,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Murcia,12/1/21,25685,16191,0.6303679190188826,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Navarra,11/1/21,11850,6557,0.5533333333333333,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,País Vasco,11/1/21,31605,15393,0.4870431893687708,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Ceuta,11/1/21,1005,758,0.7542288557213931,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Melilla,11/1/21,1005,1005,1.0,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Totales,,743925,488041,0.6560352186040259,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
