date_pub,ccaa,Personas pauta completa >=80 años,Población INE>=80 años,%,Personas pauta completa 70-79 años,Población INE70-79 años,%.1,Personas pauta completa 60-69 años,Población INE60-69 años,%.2,Personas pauta completa 50-59 años,Población INE50-59 años,%.3,Personas pauta completa 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
27/5/21,Andalucía,419200,413516,1.0,593603,650381,0.9127004017645042,144862,916147,0.1581209129102644,102820,1265021,0.08127928311071515,169782,3009381,0.05641758222039682,16079,625846,0.025691623817999956,361,181921,0.0019843778343346836,1446707,7062213,0.20485179362333025,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Aragón,97911,98807,0.9909318165717004,109092,118955,0.9170862931360598,35081,156367,0.22435040641567594,17400,198266,0.0877608868893305,25761,446083,0.05774934261112842,1770,89180,0.019847499439336173,33,25106,0.0013144268302397832,287048,1132764,0.2534049457786441,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Asturias ,86082,87826,0.9801425545965887,99368,109249,0.9095552362035351,20004,149652,0.13367011466602519,20794,162645,0.12784899628024224,34152,322095,0.1060308294136823,3779,54179,0.06975027224570406,36,15563,0.0023131786930540386,264215,901209,0.2931783859237979,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Baleares,48725,49542,0.9835089419078762,65880,80516,0.8182224651001043,6640,117231,0.05664030845083638,10830,165797,0.0653208441648522,20694,464054,0.04459394811810694,1552,85839,0.01808035974324025,35,23300,0.0015021459227467812,154356,986279,0.15650338291700422,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Canarias,86034,90236,0.9534332195576045,126325,154531,0.817473516640674,19496,235092,0.08292923621390774,34588,350512,0.09867850458757475,39824,832411,0.047841751250283816,2907,163899,0.01773653286475207,56,44352,0.0012626262626262627,309230,1871033,0.16527233886307724,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Cantabria,41260,41042,1.0,51132,53066,0.963554818527871,7896,77345,0.10208804706186567,7326,89964,0.08143257302921168,12587,194241,0.06480094315824157,739,34935,0.02115357091741806,5,10791,0.0004633490872022982,120945,501384,0.24122229668278206,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Castilla y Leon,223759,223657,1.0,238929,245410,0.9735911332056558,64323,318575,0.20190849878364592,39460,381175,0.1035220043287204,46317,738950,0.0626794776371879,3052,144422,0.02113251443685865,105,40684,0.00258086717136958,615945,2092873,0.2943059612312835,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Castilla - La Mancha,133799,135194,0.9896814947408908,146291,159101,0.9194851069446452,30542,218444,0.13981615425463734,38598,307478,0.125530932294343,39586,707865,0.055923092680101434,4343,149518,0.02904666996615792,97,42364,0.0022896799169105845,393256,1719964,0.22864199483244999,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Cataluña,439730,447196,0.983304859614129,474426,635292,0.7467841559471865,73899,837584,0.0882287627270817,91040,1091780,0.08338676290095075,157203,2803626,0.05607131621692765,21402,556316,0.03847094097599206,388,159864,0.00242706300355302,1258088,6531658,0.19261388149838832,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,C. Valenciana,286489,276531,1.0,382753,437862,0.8741407110002695,68605,580728,0.11813620145748095,61835,752334,0.08219088862127726,75781,1765967,0.04291190039224969,6210,352834,0.017600344637988402,137,103049,0.0013294646236256538,881810,4269305,0.20654649878610218,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Extremadura,76199,76005,1.0,88670,91876,0.9651051417127433,21748,125297,0.17357159389291044,18812,169216,0.11117152042360061,21761,351778,0.061860036727708956,1068,76088,0.014036378929660392,59,20953,0.0028158258960530713,228317,911213,0.25056380890088265,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Galicia,236283,234302,1.0,275230,289762,0.9498484963521787,26743,346927,0.0770853810744047,28565,405889,0.07037638369110767,44378,889004,0.049918785517275514,1910,152745,0.012504500965661724,37,44014,0.0008406416140318989,613146,2362643,0.25951699008271667,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,La Rioja,22882,22207,1.0,27615,28125,0.9818666666666667,8750,37718,0.2319847287767114,5166,47664,0.10838368580060423,5258,107618,0.048857997732721294,455,21170,0.02149267831837506,9,6286,0.0014317531021317213,70135,270788,0.2590033531766548,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Madrid,359808,364122,0.9881523225732035,452505,526081,0.8601432098859301,96086,703323,0.13661717304851398,87457,972783,0.08990391485048567,127108,2513737,0.05056535349561231,15942,479716,0.033232162362731285,265,135861,0.0019505229609674594,1139171,5695623,0.20000814660661353,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Murcia,71087,69771,1.0,88772,102899,0.8627100360547721,27447,146909,0.18682994234526135,24430,213256,0.11455715196758826,34960,551265,0.06341777548003229,3248,118667,0.02737070963283811,120,34712,0.0034570177460244295,250064,1237479,0.20207534834934573,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Navarra,41301,41166,1.0,52640,55792,0.9435044450817321,10950,73844,0.1482855749959374,12316,96694,0.12737088133700125,13731,223028,0.06156626073856197,1036,48505,0.021358622822389445,8,13906,0.0005752912411908529,131982,552935,0.2386935173212041,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,País Vasco,157505,157950,0.9971826527382083,163623,213081,0.7678910836724062,19005,280119,0.06784616537971362,34528,339977,0.1015598113990064,42540,724849,0.05868808538054133,3986,140323,0.0284058921203224,16,41824,0.00038255547054322876,421203,1898123,0.22190500826342655,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Ceuta,2259,2605,0.8671785028790787,3472,4318,0.8040759610930986,1055,7857,0.13427516863942981,752,11556,0.06507442021460713,1205,30066,0.04007849397991086,119,7581,0.01569713758079409,5,2175,0.0022988505747126436,8867,66158,0.13402763082318087,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Melilla,1799,2349,0.7658578118348234,2814,3748,0.7508004268943437,1983,7827,0.25335377539287085,1054,11299,0.09328259137976812,1704,30095,0.05662070111314172,101,8536,0.01183223992502343,6,2324,0.0025817555938037868,9461,66178,0.14296291819033516,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Fuerzas Armadas,4,-,-,4,-,-,628,-,-,1709,-,-,7795,-,-,592,-,-,0,-,-,10732,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
27/5/21,Total España,2832116,2834024,0.9993267523493097,3443144,3960045,0.8694709277293566,685743,5336986,0.12848881372370097,639480,7033306,0.09092168035913695,922127,16706113,0.05519698088957018,90290,3310299,0.027275481761617305,1778,949049,0.001873454373799456,8614678,40129822,0.21467022704461536,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods
