date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
14/9/21,Andalucía,9306270,2019500,1603000,463400,13392170,12393104,0.9253992444839036,6688341,6379575,12/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210914.ods
14/9/21,Aragón,1508445,275200,265100,64700,2113445,1930321,0.9133528433434511,1048470,1003195,13/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210914.ods
14/9/21,Asturias,1200155,162000,220900,49700,1632755,1635337,1.0015813762628196,866826,840781,13/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210914.ods
14/9/21,Baleares,1272150,305100,256400,62400,1896050,1551774,0.8184246196039134,836068,804744,13/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210914.ods
14/9/21,Canarias,2324760,574700,455800,133650,3488910,3066401,0.8788994270416836,1648346,1581537,13/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210914.ods
14/9/21,Cantabria,666465,114900,125200,24950,931515,862910,0.92635115913324,471288,431948,12/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210914.ods
14/9/21,Castilla y Leon,2819415,412400,481200,112850,3825865,3636901,0.9506088165682793,1964029,1873615,13/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210914.ods
14/9/21,Castilla La Mancha,2256795,446800,411700,101375,3216670,2926329,0.9097386427578832,1591587,1496368,13/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210914.ods
14/9/21,Cataluña,8368460,1604900,1514300,375750,11863410,10710739,0.9028381384441742,5805268,5547164,13/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210914.ods
14/9/21,C. Valenciana,5719150,1213650,863900,213450,8010150,7390399,0.9226292890894677,4014050,3822282,13/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210914.ods
14/9/21,Extremadura,1216295,218200,186000,51750,1672245,1650403,0.9869385167843229,886585,848287,13/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210914.ods
14/9/21,Galicia,3117589,507400,573400,122700,4321089,4256770,0.9851150948291044,2287312,2174764,13/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210914.ods
