date_pub,ccaa,Personas pauta completa >=80 años,%,Personas pauta completa 70-79 años,%.1,Personas pauta completa 60-69 años,%.2,Personas pauta completa 50-59 años,%.3,Personas pauta completa 40-49 años,%.4.1,Personas pauta completa 25-39 años,%.4.2,18-24 años,%.5,16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
17/6/21,Andalucía,422484,1.0,630822,0.96992685825692937,231472,0.25265814328923197,636614,0.50324381966781584,177898,0.12843563778865855,161804,0.099616627069318037,28268,0.045167661053997311,491,0.0026989737303554839,2289853,7062213,0.32424014965280712,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210617.ods
17/6/21,Aragón,98657,0.99848188893499445,115439,0.97044260434618135,47762,0.30544808047733857,87467,0.44115985595109602,36081,0.16786310789372066,25867,0.11191053041446743,6326,0.07093518726171788,57,0.0022703736158687167,417656,1132764,0.36870522015177037,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210617.ods
17/6/21,Asturias,86925,0.98974107895156327,110974,1.0,33633,0.22474140004811161,87231,0.53632758461680352,28501,0.17067182456749685,19898,0.12828977060257121,4550,0.083980878200040604,45,0.0028914733663175482,371757,901209,0.4125091959800668,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210617.ods
17/6/21,Baleares,49679,1.0,75355,0.93590093894381243,12540,0.10696829336950124,88934,0.53640295059621101,37175,0.18031061443843005,23456,0.090956328863588773,3772,0.043942729994524636,40,0.0017167381974248926,290951,986279,0.29499867684499009,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210617.ods
17/6/21,Canarias,88267,0.97817944057803985,141848,0.91792585306508079,54203,0.23056080172868493,165780,0.47296526224494456,66107,0.17041224569761088,35508,0.07988535097764389,6378,0.038914209360642833,73,0.001645923520923521,558164,1871033,0.29831862933470443,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210617.ods
17/6/21,Cantabria,41547,1.0,54836,1.0,26014,0.33633719051005234,31629,0.35157396291850074,9710,0.099315734026122801,7519,0.077939713077369605,1383,0.039587805925289821,8,0.00074135853952367716,172646,501384,0.34433887000781838,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210617.ods
17/6/21,Castilla y Leon,225072,1.0,245458,1.0,121504,0.38139841481597742,131111,0.34396537023676788,49077,0.13508484606597762,39158,0.10424203702964235,7130,0.049369209677195998,116,0.0028512437321797268,818626,2092873,0.3911493912913015,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210617.ods
17/6/21,Castilla - La Mancha,134864,0.99755906327203869,154632,0.97191092450707417,55307,0.25318617128417353,153858,0.5003870195591229,46381,0.14029128416085662,24623,0.065267984944070406,5855,0.039159164782835508,104,0.0024549145500896989,575624,1719964,0.33467212104439398,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210617.ods
17/6/21,Cataluña,445629,0.99649594361309135,591999,0.93185338395572426,120865,0.14430194464077634,538161,0.49292073494660094,175759,0.13347889318817852,151282,0.10174520856214157,39596,0.071175375146499478,702,0.0043912325476655155,2063993,6531658,0.31599832691791274,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210617.ods
17/6/21,C. Valenciana,288881,1.0,415532,0.94900219703924982,214181,0.36881466021958648,293355,0.38992654858081649,81887,0.096158001287007328,59246,0.064793701517642022,10907,0.030912553778830839,158,0.0015332511717726519,1364147,4269305,0.31952437223388819,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210617.ods
