date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
28/12/21,Andalucía,10486800,264000,2419500,1537200,333500,15041000,15112320,1.0,7142695,6837429,1914849,27/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
28/12/21,Aragón,1675761,36000,368490,255200,63565,2399016,2420266,1.0,1108569,1061789,382189,27/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
28/12/21,Asturias,1447025,24000,391040,220900,43000,2125965,2116880,0.995726646487595,897567,868750,424286,27/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
28/12/21,Baleares,1318884,36000,467070,225400,56420,2103774,1883542,0.895315751596892,893409,863454,227704,27/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
28/12/21,Canarias,2503770,54000,624700,455800,133650,3771920,3718963,0.9859602006405226,1743970,1661338,491071,27/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
28/12/21,Cantabria,844305,18000,127900,125200,22200,1137605,1120915,0.985328826789615,503156,482472,180271,27/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
28/12/21,Castilla y Leon,3867393,54000,611570,466170,95310,5094443,4741803,0.9307794787379111,2072821,1991868,901460,27/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
28/12/21,Castilla La Mancha,2531745,60000,751270,382100,93735,3818850,3650714,0.9559720858373594,1688732,1578318,553995,26/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
28/12/21,Cataluña,8569700,234000,2654900,1514300,375750,13348650,13402899,1.0,6260894,5977735,1913260,27/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
28/12/21,C. Valenciana,6256180,150000,1843650,863900,213125,9326855,9165110,0.982658141463548,4242107,4054572,1333155,27/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
28/12/21,Extremadura,1464233,30000,231770,182600,41245,1949848,2063589,1.0,929895,889940,335199,27/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
28/12/21,Galicia,3874579,60000,760000,573400,122700,5390679,5739539,1.0,2380203,2301193,1275484,27/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
28/12/21,La Rioja,421265,12000,91600,53240,15200,593305,587340,0.9899461491138621,268693,258004,96211,27/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
28/12/21,Madrid,8228535,204000,2120800,1222100,321450,12096885,11680929,0.9656146189700903,5527087,5298888,1735669,27/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211228.ods
