date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
6/5/21,Andalucía,2185650,282000,951000,48650,3467300,3142850,0.9064257491419837,2178787,990328,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Aragón,444915,58700,149400,7600,660615,582785,0.882185539232382,409210,181357,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Asturias,419765,53800,114600,5850,594015,533789,0.8986119879127632,356508,182899,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Baleares,240210,32000,131500,6700,410410,361244,0.8802027241051631,259161,106446,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Canarias,486690,62500,244500,12500,806190,670357,0.8315124226299011,475909,204189,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Cantabria,198465,25500,65400,3300,292665,251268,0.8585515862846599,171848,80522,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Castilla y Leon,982515,128400,269100,13800,1393815,1192445,0.8555260203111604,816851,386520,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Castilla La Mancha,619965,81200,228800,11700,941665,801477,0.8511275241195118,561280,246196,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Cataluña,2160440,285700,874100,44700,3364940,2930201,0.8708033427044761,2026562,929062,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,C. Valenciana,1323460,174300,568100,29000,2094860,1882334,0.8985488290386947,1332435,573882,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Extremadura,362195,46000,119400,6100,533695,482847,0.9047246086247763,326353,160400,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Galicia,1010995,129800,303700,15550,1460045,1289078,0.8829029242249383,860812,436571,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,La Rioja,104195,13200,35700,1900,154995,141144,0.91063582696216,102182,40052,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Madrid,1765455,232200,762000,38900,2798555,2411194,0.8615853538701223,1771335,661812,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Murcia,379805,47900,169800,8650,606155,470231,0.7757603253293299,340133,130579,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Navarra,197295,25900,74300,3850,301345,273349,0.9070965172808575,193069,83911,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,País Vasco,714690,93000,249500,12750,1069940,951644,0.8894367908480849,685764,278413,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Ceuta,14850,2000,10000,450,27300,24464,0.8961172161172161,17206,7705,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Melilla,13680,1900,10000,450,26030,21551,0.8279293123319247,15209,6593,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Fuerzas Armadas,21840,0,66100,0,87940,75328,0.8565840345690243,65938,9390,5/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Totales,13647075,1776000,5397000,272400,21092475,18489580,0.8765960372123234,12966552,5696827,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
