date_pub,ccaa,Personas pauta completa >=80 años,Población INE>=80 años,%,Personas pauta completa 70-79 años,Población INE70-79 años,%.1,Personas pauta completa 60-69 años,Población INE60-69 años,%.2,Personas pauta completa 50-59 años,Población INE50-59 años,%.3,Personas pauta completa 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
1/6/21,Andalucía,420177,413516,1.0,610970,650381,0.939403211348425,180527,916147,0.19705025503549103,160543,1265021,0.12690935565496542,215892,3009381,0.07173967005174818,18410,625846,0.029416182255698687,390,181921,0.0021437876880624008,1606909,7062213,0.22753618447928434,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,Aragón,98103,98807,0.9928749987349075,110798,118955,0.9314278508679753,37479,156367,0.23968612303107434,20315,198266,0.10246335730785913,27702,446083,0.062100550794358896,2212,89180,0.024803767660910518,36,25106,0.0014339201784434,296645,1132764,0.26187714298830117,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,Asturias ,86311,87826,0.9827499829207752,106305,109249,0.973052384918855,25570,149652,0.17086306898671585,25932,162645,0.15943926957484092,35317,322095,0.10964777472484825,3917,54179,0.07229738459550748,38,15563,0.0024416886204459295,283390,901209,0.3144553594116348,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,Baleares,48908,49542,0.9872027774413629,69220,80516,0.8597049033732426,6956,117231,0.05933584120241233,14556,165797,0.08779410966422795,21233,464054,0.0457554508742517,1583,85839,0.01844150094945188,35,23300,0.0015021459227467812,162491,986279,0.16475155610126546,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,Canarias,86826,90236,0.9622102043530298,133159,154531,0.8616976528981241,20074,235092,0.08538784816157079,44369,350512,0.12658339800063906,42897,832411,0.05153343720830215,3050,163899,0.0186090214095266,61,44352,0.0013753607503607503,330436,1871033,0.17660618492565336,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,Cantabria,41338,41042,1.0,53432,53066,1.0,11371,77345,0.1470166138729071,8011,89964,0.08904672980303233,12708,194241,0.0654238806431186,748,34935,0.02141119221411192,6,10791,0.0005560189046427579,127614,501384,0.25452347901010003,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,Castilla y Leon,224258,223657,1.0,241995,245410,0.9860845116335928,86596,318575,0.27182296162599073,45357,381175,0.11899258870597494,56155,738950,0.07599296298802355,4098,144422,0.02837517829693537,107,40684,0.002630026546062334,658566,2092873,0.3146707898663703,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,Castilla - La Mancha,134164,135194,0.9923813186975753,150639,159101,0.9468136592478992,38216,218444,0.1749464393620333,48073,307478,0.15634614509005523,41157,707865,0.05814244241486724,4434,149518,0.029655292339383885,100,42364,0.0023604947597016335,416783,1719964,0.242320769504478,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,Cataluña,441824,447196,0.9879873701911466,550710,635292,0.8668612228707429,77566,837584,0.0926068310760473,123686,1091780,0.11328839143417171,203283,2803626,0.07250717463741597,25804,556316,0.04638370997778241,435,159864,0.002721062903467948,1423308,6531658,0.21790914343647508,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,C. Valenciana,287154,276531,1.0,391112,437862,0.8932312006979368,78911,580728,0.135882891818545,71759,752334,0.09538183838561065,78025,1765967,0.0441825923134464,6352,352834,0.01800280018365577,140,103049,0.0013585769876466535,913453,4269305,0.21395824378909448,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,Extremadura,76310,76005,1.0,89652,91876,0.9757934607514476,33632,125297,0.2684182382658803,21936,169216,0.12963313161875945,22074,351778,0.06274980243221577,1088,76088,0.014299232467669015,61,20953,0.0029112776213430056,244753,911213,0.2686013039761285,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,Galicia,236722,234302,1.0,277619,289762,0.958093193724505,74562,346927,0.21492129468159007,49620,405889,0.12225017184501182,49978,889004,0.056217969772914406,2301,152745,0.015064322891092998,38,44014,0.0008633616576543827,690840,2362643,0.2924013488284095,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,La Rioja,22897,22207,1.0,27699,28125,0.9848533333333334,10746,37718,0.2849037594782332,5387,47664,0.11302030882846593,5395,107618,0.05013101897452099,467,21170,0.022059518186112424,9,6286,0.0014317531021317213,72600,270788,0.2681064153507541,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,Madrid,360745,364122,0.9907256359132379,466031,526081,0.8858540795048672,107554,703323,0.1529226258774418,142143,972783,0.14611994658623764,134079,2513737,0.05333851552489381,16438,479716,0.034266107446906086,296,135861,0.002178697345080634,1227286,5695623,0.21547879836850156,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
1/6/21,Murcia,71315,69771,1.0,91426,102899,0.8885023178067815,30985,146909,0.2109128780401473,36400,213256,0.17068687399182203,43063,551265,0.0781166952373178,4378,118667,0.036893154794509005,120,34712,0.0034570177460244295,277687,1237479,0.2243973433084521,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods
