date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
27/9/21,Andalucía,9434970,2019500,1528900,333500,13316870,12626160,0.9481327068597951,6768994,6556961,26/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,Aragón,1531845,275200,265100,64700,2136845,1961652,0.9180132391446267,1057344,1028833,26/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,Asturias,1215365,162000,220900,43000,1641265,1654236,1.0079030503910094,870655,856290,25/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,Baleares,1272150,305100,256400,57600,1891250,1572911,0.8316779907468606,844590,820127,26/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,Canarias,2358690,574700,455800,133650,3522840,3099511,0.8798330324397361,1659176,1607472,26/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,Cantabria,727305,114900,125200,24950,992355,898987,0.9059127026114646,477379,463996,26/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,Castilla y Leon,2890785,412400,481200,102200,3886585,3702060,0.9525225873099392,1986421,1936688,25/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,Castilla La Mancha,2309445,446800,411700,99375,3267320,2970136,0.9090434974229644,1604054,1530861,26/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,Cataluña,8368460,1604900,1514300,375750,11863410,10874810,0.9166681417905982,5877037,5677608,26/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7525039,0.9303334099849911,4044812,3931121,26/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,Extremadura,1226825,218200,186000,51750,1682775,1675681,0.9957843443122224,891792,871129,25/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,Galicia,3117589,507400,573400,122700,4321089,4339796,1.0043292327466524,2298169,2249650,26/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,La Rioja,374465,67600,53300,15200,510565,470215,0.9209699058885744,256026,248880,24/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,Madrid,7637679,1645800,1220900,321450,10825829,9642916,0.8907323402207813,5271816,5078657,26/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,Murcia,1687865,398000,253100,68300,2407265,2187779,0.9088234988669714,1176879,1134091,26/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
27/9/21,Navarra,734325,151500,136600,23750,1046175,964044,0.921494013907807,521794,508319,26/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210927.ods
