date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
15/11/21,Andalucía,9884250,2019500,1528900,333500,13766150,13389067,0.9726079550201037,6864839,6763703,515615,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Aragón,1577037,293920,264060,63815,2198832,2081205,0.9465047807199458,1069106,1050950,89027,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Asturias,1280885,162000,220900,43000,1706785,1751855,1.0264063722144265,874610,866750,85254,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Baleares,1318950,305100,256400,57600,1938050,1663074,0.8581171796393282,861847,845883,51360,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Canarias,2403150,574700,455800,133650,3567300,3215987,0.9015185154038068,1684358,1645364,59921,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Cantabria,747195,114900,125200,22200,1009495,955969,0.9469774491205999,483698,479520,37577,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Castilla y Leon,3274545,411830,473110,101025,4260510,3886361,0.9121821096535391,2007011,1970287,141903,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Castilla La Mancha,2360925,446270,394800,93735,3295730,3146421,0.9546962281497574,1623150,1566432,130753,13/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Cataluña,8368460,1604900,1514300,375750,11863410,11478022,0.9675145679024834,6001634,5879800,324617,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7961552,0.9843002569066852,4084943,4021308,315550,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Extremadura,1377755,218200,186000,51750,1833705,1808707,0.9863674909541066,899856,886093,114236,12/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Galicia,3356269,527400,573400,122700,4579769,4572187,0.9983444579846713,2312645,2292454,178510,13/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,La Rioja,421265,67600,53270,15200,557335,499781,0.896733562399634,261029,256244,18303,12/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Madrid,7637685,1645800,1227000,321450,10831935,10207333,0.9423369878050413,5370852,5262497,302132,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Murcia,1687865,398000,253010,68300,2407175,2325804,0.9661964751212521,1196353,1166486,90369,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Navarra,762405,151500,136600,23750,1074255,1033776,0.9623190024714803,528937,522957,51232,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,País Vasco,2647530,526100,444200,101300,3719130,3500531,0.9412230817422355,1817581,1787318,134564,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Ceuta,97920,22400,18100,3935,142355,119176,0.8371746689613994,62983,60427,3975,12/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Melilla,96750,23500,15100,5750,141100,105218,0.7456980864635011,58060,55475,2152,10/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Fuerzas Armadas,48138,58300,103800,2000,212238,177354,0.8356373505215843,95141,88952,0,9/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Sanidad Exterior,0,4910,0,4440,9350,7404,0.7918716577540107,5611,5424,0,12/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
15/11/21,Totales,55146519,10790480,9107850,2158300,77203149,73886784,0.9570436563410127,38164244,37474324,2647050,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211115.ods
