date_pub,ccaa,Personas con al menos 1 dosis >=80 años,Población INE>=80 años,%,Personas con al menos 1 dosis 70-79 años,Población INE70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,Población INE60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,Población INE50-59 años,%.3,Personas con al menos 1 dosis 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
24/5/21,Andalucía,429025,413516,1.0,635716,650381,0.9774516783239363,800217,916147,0.8734591719451136,588905,1265021,0.4655298212440742,377900,3009381,0.12557399677873954,36754,625846,0.05872690725833512,488,181921,0.002682483055831927,2869005,7062213,0.4062473052002255,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210524.ods
24/5/21,Aragón,100154,98807,1.0,115939,118955,0.9746458744903534,138429,156367,0.8852827003140049,78571,198266,0.3962908415966429,59562,446083,0.13352223689313425,6525,89180,0.07316662928907827,55,25106,0.002190711383732972,499235,1132764,0.44072286901773006,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210524.ods
24/5/21,Asturias ,87956,87826,1.0,111910,109249,1.0,133408,149652,0.8914548418998743,72875,162645,0.4480617295336469,44682,322095,0.13872304754808365,4523,54179,0.0834825301316008,42,15563,0.0026987084752297117,455396,901209,0.5053167467257873,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210524.ods
24/5/21,Baleares,50164,49542,1.0,75380,80516,0.936211436236276,93059,117231,0.7938088048383107,84264,165797,0.5082359753192157,49159,464054,0.10593379218797812,4289,85839,0.04996563333682825,41,23300,0.001759656652360515,356356,986279,0.3613135836816966,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210524.ods
24/5/21,Canarias,89860,90236,0.9958331486324749,142963,154531,0.9251412337977494,188906,235092,0.8035407414969459,115521,350512,0.3295778746519377,92507,832411,0.11113140023377875,7443,163899,0.04541211355773983,70,44352,0.0015782828282828283,637270,1871033,0.340597947764684,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210524.ods
24/5/21,Cantabria,41917,41042,1.0,55064,53066,1.0,67511,77345,0.8728553881957464,29729,89964,0.33045440398381576,25282,194241,0.13015789663356345,1775,34935,0.05080864462573351,9,10791,0.0008340283569641367,221287,501384,0.44135233673192603,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210524.ods
24/5/21,Castilla y Leon,227598,223657,1.0,246069,245410,1.0,295849,318575,0.9286635800047085,94271,381175,0.24731684921623925,97902,738950,0.13248798971513634,8950,144422,0.06197116782761629,112,40684,0.0027529249827942187,970751,2092873,0.46383655386638367,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210524.ods
24/5/21,Castilla - La Mancha,136571,135194,1.0,154589,159101,0.9716406559355378,199955,218444,0.9153604585156837,159957,307478,0.5202225850304737,85401,707865,0.12064588586806807,7603,149518,0.05085006487513209,110,42364,0.002596544235671797,744186,1719964,0.43267533506515254,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210524.ods
24/5/21,Cataluña,452323,447196,1.0,595115,635292,0.9367582151199764,688187,837584,0.8216334122905882,573057,1091780,0.5248832182307791,342880,2803626,0.12229876595523083,46068,556316,0.08280905097103085,731,159864,0.004572636741230046,2698361,6531658,0.41312037464300794,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210524.ods
24/5/21,C. Valenciana,292685,276531,1.0,420993,437862,0.9614741630924812,504404,580728,0.8685718615255335,217933,752334,0.2896758620506318,212359,1765967,0.12025083141417704,19914,352834,0.05644013898887296,172,103049,0.0016691088705373172,1668460,4269305,0.3908036553959017,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210524.ods
