date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
6/9/21,Andalucía,9006750,1853500,1805800,525450,13191500,12172659,0.9227653413182731,6612680,6194433,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Aragón,1461645,249400,265100,64700,2040845,1900993,0.9314734827975667,1040592,979110,4/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Asturias,1163885,157500,235900,49700,1606985,1614251,1.0045215107795031,862536,822459,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Baleares,1231200,287000,256400,62400,1837000,1529886,0.832817637452368,827349,789388,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Canarias,2247540,529800,503700,133650,3414690,3032486,0.8880706594156424,1637271,1555357,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Cantabria,645405,104000,125200,24950,899555,842031,0.9360528261195813,462880,415692,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Castilla y Leon,2732835,386000,514400,112850,3746085,3564209,0.9514490461375009,1945282,1807776,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Castilla La Mancha,2207655,406300,411700,101375,3127030,2872957,0.9187494203765234,1579827,1452091,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Cataluña,8368460,1604900,1514300,439500,11927160,10436503,0.8750199544568866,5688713,5365268,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,C. Valenciana,5540140,1106200,906800,307250,7860390,7176165,0.9129527924186968,3981106,3634067,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Extremadura,1173005,197400,186000,51750,1608155,1612452,1.0026720061188132,882567,812912,4/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Galicia,3004675,458600,573400,131800,4168475,4171514,1.0007290435950797,2269138,2103980,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,La Rioja,358085,61400,53300,15200,487985,449268,0.9206594464993801,251631,230265,3/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Madrid,7362729,1514600,1227000,381450,10485779,9207012,0.8780474965188566,5144497,4723386,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Murcia,1634045,368000,253100,88100,2343245,2114256,0.9022769706112677,1154443,1077971,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Navarra,710925,138400,136600,32750,1018675,933834,0.9167143593393379,510981,482727,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,País Vasco,2406510,470200,444200,110850,3431760,3181952,0.9272070307946942,1760821,1629868,5/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Ceuta,92070,21000,18100,4150,135320,105006,0.7759828554537392,58171,53583,3/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Melilla,93240,22100,15100,5750,136190,96622,0.7094647184081063,54547,50887,2/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Fuerzas Armadas,49368,58300,103800,2000,213468,171574,0.8037457604886915,91825,85960,3/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Sanidad Exterior,0,4180,0,2710,6890,5077,0.7368650217706821,3729,3413,2/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
6/9/21,Totales,51490167,9998780,9549900,2648335,73687182,67190707,0.9118371089289314,36820586,34270593,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210906.ods
