date_pub,ccaa,Personas con al menos 1 dosis >=80 años,%,Personas con al menos 1 dosis 70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,%.3,Personas con al menos 1 dosis 40-49 años,%.4.1,Personas con al menos 1 dosis 25-39 años,%.4.2,18-24 años,%.5,16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
7/6/21,Andalucía,430175,1.0,640726,0.98515485538476677,836737,0.91332177041457319,1005319,0.79470538433749316,272631,0.19682928625369464,194226,0.11957763101756054,40741,0.065097484045595885,576,0.0031662095085229305,3421131,7062213,0.48442761496998177,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Aragón,100493,1.0,117340,0.98642343743432392,146987,0.94001291832675693,157149,0.79261698929720681,47695,0.22189603755414225,34139,0.1476983646274985,7665,0.085949764521193087,71,0.0028280092408189276,611539,1132764,0.53986443778227411,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Asturias,88220,1.0,112859,1.0,139276,0.93066581134899629,131573,0.80895816041071045,28901,0.17306713455055003,20894,0.13471135123982927,4708,0.086897137267206853,54,0.0034697680395810574,526485,901209,0.58419855993448799,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Baleares,50526,1.0,76730,0.95297829002931089,96776,0.8255154353370695,122265,0.73743795122951561,57529,0.27903401043788684,27491,0.10660301998588502,4617,0.053786740292873871,45,0.0019313304721030042,435979,986279,0.44204428969895943,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Canarias,90864,1.0,146083,0.94533135746225672,204100,0.86817075868170757,243076,0.69348838270872326,103671,0.26724564605438178,49521,0.11141158234099086,8433,0.051452418867717314,97,0.002187049062049062,845845,1871033,0.45207380094311539,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Cantabria,42053,1.0,55383,1.0,71988,0.93073889714913693,62321,0.69273264861500161,17885,0.18293119495954752,12671,0.1313438096027863,1857,0.053155860884499785,13,0.0012047076267259753,264171,501384,0.52688358623330622,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Castilla y Leon,228102,1.0,247749,1.0,304285,0.9551440006277957,233302,0.61206007739227386,54514,0.15005023327507191,48439,0.12894887460235063,9500,0.065779451884061979,122,0.0029987218562579883,1126013,2092873,0.53802261293446851,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Castilla - La Mancha,136987,1.0,156482,0.98353875839875304,205629,0.94133507901338553,248462,0.80806431679664892,78558,0.23761891078477337,41135,0.10903620845040556,8121,0.054314530691956818,114,0.0026909640260598623,875488,1719964,0.50901530497149938,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Cataluña,453803,1.0,605662,0.95336002971861755,711992,0.85005444230071248,802233,0.73479363974427081,214364,0.16279717942973446,181425,0.12201798273017632,50098,0.090053135268444551,947,0.0059237852174348193,3020524,6531658,0.46244368581453593,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,C. Valenciana,293883,1.0,426490,0.97402834683073658,523280,0.90107589095066887,526498,0.69981949506469199,111180,0.13055609050385866,108622,0.11879319188214077,21804,0.061796765617825947,199,0.0019311201467263146,2011956,4269305,0.4712607789792484,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Extremadura,77927,1.0,95107,1.0,127790,1.0,135908,0.8031628214826021,28931,0.18139240347599284,23637,0.12292754467350378,2966,0.03898117968667858,76,0.0036271655610175153,492342,911213,0.54031494282895443,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Galicia,239942,1.0,286071,0.98726195981529674,330196,0.95177371608436356,351780,0.86669015420472095,61501,0.13875921944131708,49454,0.11093738433273588,6828,0.044701954237454579,45,0.0010224019630117689,1325817,2362643,0.56115841453829463,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,La Rioja,23277,1.0,28405,1.0,36578,0.96977570390794843,36043,0.75618915743538095,7805,0.14741156250590212,7616,0.13930603061952407,1582,0.074728389230042519,10,0.001590836780146357,141316,270788,0.52186950677282595,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Madrid,369771,1.0,502070,0.95435873943366134,671224,0.95436094084794609,752899,0.77396397757773316,164272,0.14088858127689283,181823,0.13490694972272635,35503,0.074008371619875099,474,0.0034888599377304744,2678036,5695623,0.47019193510525537,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Murcia,73016,1.0,99763,0.96952351334804032,129392,0.88076292126418398,168017,0.78786528866714189,49174,0.19347883394909446,32213,0.1084218533327948,7770,0.065477344164763585,154,0.0044365061073980182,559499,1237479,0.45212807651685405,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Navarra,42334,1.0,55477,0.99435402925150562,70194,0.95057147500135419,87127,0.90105901090036611,23484,0.21744041777004131,16058,0.13960322014153323,3991,0.08228017730130914,11,0.00079102545663742275,298676,552935,0.5401647571595215,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,País Vasco,161752,1.0,209590,0.98361655896114619,271151,0.96798503493158261,256800,0.7553452145292181,51241,0.14149773701927193,52549,0.14487643225002481,13287,0.094688682539569427,50,0.0011954858454475898,1016420,1898123,0.53548689942643335,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Ceuta,2355,0.90403071017274472,3747,0.86776285317276514,6873,0.87476135929744181,9574,0.82848736587054339,8215,0.64981806676158838,2173,0.12471303948576676,585,0.07716660071230709,10,0.0045977011494252873,33532,66158,0.5068472444753469,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Melilla,1930,0.82162622392507445,3130,0.83511205976520808,6387,0.81602146416251442,8170,0.72307283830427471,7611,0.63414430928178633,2058,0.11374564748797877,327,0.038308341143392689,7,0.0030120481927710845,29620,66178,0.44758076702227328,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Fuerzas Armadas,30,-,13,-,3287,-,8433,-,17933,-,34281,-,8195,-,13,-,72185,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
7/6/21,Total España,2907440,1.0,3868877,0.9769780393909665,4894122,0.91701983104321427,5346949,0.76023267009852835,1407095,0.17829978368513802,1120425,0.12711336571074344,238578,0.072071435238931586,3088,0.0032537835243491115,19786574,40129822,0.49306408585614958,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods
