date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
20/4/21,Andalucía,1653300,219200,589600,2462100,2199243,0.8932386986718654,1607070,592173,18/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Aragón,332595,45800,92600,470995,400096,0.8494697395938385,287919,112177,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Asturias,319145,42200,71000,432345,380133,0.8792353328938695,265024,115109,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Baleares,179370,24300,81400,285070,262935,0.9223524046725365,198886,64049,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Canarias,340440,47800,151600,539840,492264,0.9118701837581505,369177,123087,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Cantabria,150495,19900,40500,210895,170634,0.8090945731288082,120084,50550,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Castilla y Leon,740325,100800,166900,1008025,850339,0.843569355918752,596099,254240,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Castilla La Mancha,469035,63800,142400,675235,569590,0.8435433589787259,398979,170611,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Cataluña,1607030,221100,541900,2370030,2083020,0.8789002670852267,1584791,498229,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,C. Valenciana,961930,131600,352300,1445830,1307612,0.9044023156249351,993150,314462,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Extremadura,276785,36200,74000,386985,353535,0.9135625411837668,252659,100876,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Galicia,743065,98800,188300,1030165,877664,0.8519644911252081,652713,224951,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,La Rioja,78455,10200,22200,110855,97907,0.8831987731721619,71343,26564,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Madrid,1312665,179300,472500,1964465,1718899,0.8749959912749782,1261667,457232,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Murcia,292055,37700,105200,434955,345665,0.7947143957420882,241467,104198,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Navarra,148155,20100,46000,214255,193479,0.9030314345056125,137647,55832,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,País Vasco,525150,70900,154700,750750,633375,0.8436563436563437,459344,174031,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Ceuta,11340,1600,6100,19040,17863,0.9381827731092437,14071,3792,16/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Melilla,11340,1500,6100,18940,16599,0.8763991552270327,12230,4369,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Fuerzas Armadas,19500,0,66100,85600,70180,0.8198598130841122,64593,5587,19/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
20/4/21,Totales,10172175,1372800,3371400,14916375,13041032,0.8742762232781088,9588913,3452119,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
