date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
24/1/22,Andalucía,10959480,672000,2819500,1537200,333500,16321680,15840592.5,0.970524633493611,7395405,6889724,2826228,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Aragón,1773981,96000,448490,254710,59180,2632361,2492612.0,0.9469111569423798,1137650,1072346,551252,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Asturias,1503185,54000,516040,220900,43000,2337125,2185207.5,0.9349981280419318,921259,871905,644419,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Baleares,1318884,90000,529070,225400,56520,2219874,1928572.5,0.8687756602401758,920078,875166,354781,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Canarias,2623110,144000,674700,455800,133650,4031260,3902887.5,0.968155737908247,1795113,1674147,787629,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Cantabria,882915,42000,170400,120490,22145,1237950,1175903.0,0.9498792358334343,514810,487051,286094,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Castilla y Leon,3987903,144000,611570,466170,95315,5304958,5038302.5,0.9497346633093042,2131925,2004876,1246165,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Castilla La Mancha,2648745,156000,840660,380370,92350,4118125,3734848.5,0.9069293671270299,1741474,1599277,836166,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Cataluña,8572580,600000,3208880,1485670,355800,14222930,13551453.0,0.9527891229163049,6433369,6068996,3128385,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,C. Valenciana,6767470,582000,2043640,863900,213125,10470135,9444247.5,0.9020177390262877,4374494,4090235,2105477,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Extremadura,1526243,72000,291770,182600,40185,2112798,2140791.0,1.0,952784,894772,474403,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Galicia,4029019,162000,884980,571870,122515,5770384,5789487.0,1.0,2461456,2317968,1699098,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,La Rioja,439985,24000,109600,53240,15200,642025,602200.5,0.9379704840154199,280545,261206,131103,22/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Madrid,8392335,312000,2170800,1222100,321450,12418685,12326573.5,0.9925828298245748,5718047,5360138,2665269,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Murcia,1687865,132000,623000,253010,68300,2764175,2656104.5,0.9609031627881737,1291296,1197480,536319,22/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Navarra,857937,54000,274760,135150,23710,1345557,1236704.5,0.9191022751172935,562958,531812,286064,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,País Vasco,2942370,156000,817900,444200,101305,4461775,4214367.5,0.9445495346582918,1934403,1822766,1011130,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Ceuta,100104,12000,28110,18100,3935,162249,143245.5,0.882874470720929,68825,63322,26143,22/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Melilla,99090,12000,23500,15100,5750,155440,131222.0,0.844197117858981,64145,59030,22595,21/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Fuerzas Armadas,48426,0,58300,103800,2000,212526,212653.5,1.0,95419,92492,51953,22/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Sanidad Exterior,0,0,7090,0,4685,11775,11337.5,0.9628450106157113,7914,7452,1401,21/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
24/1/22,Totales,61161627,3516000,17152760,9009780,2113620,92953787,88759313.5,0.9548757115188863,40803369,38242161,19672074,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220124.ods
