date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
12/3/21,Andalucía,820260,73300,303300,1196860,1046334,0.8742325752385408,322619,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Aragón,147735,12600,47600,207935,173511,0.8344482650828384,55708,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Asturias,144815,12700,36600,194115,150737,0.7765345285011462,51231,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Baleares,76410,6500,41900,124810,101587,0.8139331784312155,28759,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Canarias,167280,14300,78000,259580,200954,0.774150550889899,60515,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Cantabria,70935,5900,20800,97635,74747,0.7655758693091617,23571,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Castilla y Leon,324975,27300,85800,438075,353400,0.8067111795925356,114957,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Castilla La Mancha,215145,18600,73300,307045,231247,0.7531371623051996,78222,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Cataluña,735380,63400,278900,1077680,857036,0.7952601885531884,227178,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,C. Valenciana,395650,31700,181300,608650,465589,0.7649535858046497,143105,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Extremadura,129365,10900,38100,178365,144537,0.810343957615003,50636,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Galicia,268045,19900,96900,384845,311089,0.808348815756993,81598,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,La Rioja,36335,2700,11400,50435,42025,0.8332507187469019,12638,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Madrid,598965,51300,243100,893365,743606,0.8323652706340633,190518,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Murcia,148145,13400,54100,215645,164066,0.7608152287324075,54658,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Navarra,69765,5900,23600,99265,75449,0.7600765627361105,24831,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,País Vasco,208080,16000,79600,303680,200677,0.6608173076923077,57875,10/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Ceuta,5490,600,3100,9190,8998,0.9791077257889009,2533,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Melilla,4320,600,3100,8020,7178,0.8950124688279302,2092,11/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
12/3/21,Totales,4567095,387600,1700500,6655195,5352767,0.8042990475861338,1583244,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
