date_pub,ccaa,Personas con al menos 1 dosis >=80 años,Población INE>=80 años,%,Personas con al menos 1 dosis 70-79 años,Población INE70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,Población INE60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,Población INE50-59 años,%.3,Personas con al menos 1 dosis 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
21/5/21,Andalucía,428802,413516,1.0,634625,650381,0.9757742000458193,793166,916147,0.8657628088068836,541102,1265021,0.4277415157534934,371210,3009381,0.12335094825148428,35248,625846,0.05632056448391457,479,181921,0.0026330110322612564,2804632,7062213,0.3971321737251482,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,Aragón,100128,98807,1.0,115822,118955,0.9736623092766172,138052,156367,0.8828717056667967,74695,198266,0.3767413474826748,59129,446083,0.1325515655158345,6492,89180,0.0727965911639381,54,25106,0.0021508802676651,494372,1132764,0.4364298300440339,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,Asturias ,87885,87826,1.0,111644,109249,1.0,132571,149652,0.885861866196242,66311,162645,0.4077038949860125,44321,322095,0.13760226020273522,4488,54179,0.08283652337621587,41,15563,0.002634453511533766,447261,901209,0.4962899837884442,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,Baleares,50094,49542,1.0,75134,80516,0.9331561428784341,92250,117231,0.7869078997875989,66952,165797,0.403819128211005,48266,464054,0.1040094471764062,4207,85839,0.04901035659781684,41,23300,0.001759656652360515,336944,986279,0.3416315261705866,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,Canarias,89755,90236,0.9946695332239904,142687,154531,0.9233551843966583,186698,235092,0.7941486737107175,101590,350512,0.28983315835121193,88213,832411,0.1059728907955325,7258,163899,0.04428336963617838,69,44352,0.0015557359307359307,616270,1871033,0.32937420131018535,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,Cantabria,41899,41042,1.0,54988,53066,1.0,66150,77345,0.8552589049065874,27001,89964,0.30013116357654174,25023,194241,0.128824501521306,1766,34935,0.05055102332903964,8,10791,0.0007413585395236772,216835,501384,0.43247291497135926,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,Castilla y Leon,227544,223657,1.0,245790,245410,1.0,293624,318575,0.9216793533704779,87127,381175,0.22857480160031482,96770,738950,0.13095608633872385,8753,144422,0.06060710972012574,112,40684,0.0027529249827942187,959720,2092873,0.45856580881878645,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,Castilla - La Mancha,136525,135194,1.0,154423,159101,0.9705972935430953,196759,218444,0.9007297064693927,144300,307478,0.46930186875158547,84369,707865,0.11918798075904304,7533,149518,0.050381893818804424,109,42364,0.0025729392880747804,724018,1719964,0.4209495082455214,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,Cataluña,452020,447196,1.0,593872,635292,0.9348016345239669,684712,837584,0.8174845746814647,526275,1091780,0.482033926248878,339992,2803626,0.12126867135630787,45430,556316,0.08166222075223434,691,159864,0.0043224240604513835,2642992,6531658,0.40464335395392714,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,C. Valenciana,292685,276531,1.0,420993,437862,0.9614741630924812,504404,580728,0.8685718615255335,217933,752334,0.2896758620506318,212359,1765967,0.12025083141417704,19914,352834,0.05644013898887296,172,103049,0.0016691088705373172,1668460,4269305,0.3908036553959017,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,Extremadura,77809,76005,1.0,94626,91876,1.0,123185,125297,0.9831440497378229,58216,169216,0.3440336611195159,48066,351778,0.13663731103138912,2729,76088,0.035866365261276414,68,20953,0.0032453586598577768,404699,911213,0.4441321622935582,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,Galicia,238857,234302,1.0,282997,289762,0.9766532533596538,317184,346927,0.9142672666007546,168602,405889,0.4153894291296389,102071,889004,0.11481500645666386,6049,152745,0.03960195096402501,43,44014,0.0009769618757668015,1115803,2362643,0.4722689801209916,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,La Rioja,23191,22207,1.0,28218,28125,1.0,35135,37718,0.9315181080651148,12950,47664,0.2716935213158778,14276,107618,0.13265438867104015,1455,21170,0.0687293339631554,10,6286,0.001590836780146357,115235,270788,0.42555430816727474,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,Madrid,367556,364122,1.0,488345,526081,0.9282696010690369,607888,703323,0.8643084329674986,357905,972783,0.3679186416703417,315254,2513737,0.12541248348574255,30800,479716,0.06420465442053215,404,135861,0.002973627457474919,2168152,5695623,0.3806698582402663,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
21/5/21,Murcia,72729,69771,1.0,97257,102899,0.9451695351752689,122706,146909,0.8352517544874718,66704,213256,0.3127883857898488,62512,551265,0.11339736787207605,7340,118667,0.061853758837756075,131,34712,0.003773911039410002,429379,1237479,0.34697881741831577,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods
